title,authors,Image,description
How Theatre Educates,,https://livrescanadabooks.com/images/feed/9780802087508.jpg,"Convergences and Counterpoints with Artists, Scholars, and Advocates

Editor: David Booth (CA), Kathleen Gallagher (CA)

Canada boasts a remarkable number of talented theatre artists, scholars, and educators. How Theatre Educates brings together essays and other contributions from members of these diverse communities to advocate for a broader and more inclusive understanding of theatre as an educative force.Organized to reflect the variety of contexts in which professionals are making, researching, and teaching drama, this anthology presents a wide range of articles, essays, reminiscences, songs, poems, plays, and interviews to elucidate the relationship between theatre practice and pedagogy, and to highlight the overriding theme: namely, that keeping ‘education’ – with its curriculum components of dramatic literature and theatre studies in formal school settings – separate from ‘theatre’ outside of the classroom, greatly diminishes both enterprises.In this volume, award-winning playwrights, directors, actors, and scholars reflect on the many ways in which those working in theatre studios, school classrooms, and on stages throughout the country are engaged in teaching and learning processes that are particular to the arts and especially genres of theatre. Situating theatre practitioners as actors in a larger socio-cultural enterprise, How Theatre Educates is a fascinating and lively inquiry into pedagogy and practice that will be relevant to teachers and students of drama, educators, artists working in theatre, and the theatre-going public.Contributors

Maja Ardal
David Booth
Patricia Cano
Diane Flacks
Kathleen Gallagher
John Gilbert
Sky Gilbert
Jim Giles
Linda Griffiths
Tomson Highway
Janice Hladki
Cornelia Hoogland
Ann-Marie MacDonald
Lori McDougall
John Murrell
Domenico Pietropaolo
Walter Pitman
Richard Rose
Jason Sherman
Lynn Slotkin
Larry Swartz
Judith Thompson
Guillermo Verdecchia
Belarie Zatzman
Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
06/23/2003	9780802087508	EDUCATION / Philosophy & Social Aspects		
Language	Format	Size	Price	Pages
English	Hardback	6.14 in x 9.26 in	C$64.00	272"
Hunting the 1918 Flu,,https://livrescanadabooks.com/images/feed/9780802087485.jpg,"One Scientist's Search for a Killer Virus

Author/Illustrator/Editor: Kirsty E. Duncan (CA)

In 1918, medical science was at a loss to explain the Spanish flu epidemic, which swept the world in three great waves and killed an estimated 20 to 40 million people in just one year, more than the number that died during the four years of World War I. Today, while the Spanish flu has faded in the public’s memory, most virologists are convinced that sooner or later a similarly deadly flu virus will return with a vengeance.Responding to this sustained interest in the Spanish flu, Kirsty Duncan in Hunting the 1918 Flu presents a detailed account of her experiences as she organized a multi-national, multi-discipline scientific expedition to exhume the bodies of a group of Norwegian miners, buried in Svalbard, all of whom died from the Spanish flu virus. Duncan weaves a twofold narrative: first, the story of a large-scale medical project with the objective of uncovering genetic material from the Spanish flu and second, a first-hand account of the turbulent politics that emerged as the group moved towards a goal where the egos were as strong as the stakes were high. Duncan, herself not an epidemiologist but a physical geographer, is very frank about her bruising emotional, financial, and professional experience on the ‘dark side of science.’ Readers witness how the research team engages in ‘entropic’ behaviour, despite its presumed dedication to science and the search for the virus, as the compelling story unfolds through the beginning progress and harrowing conclusion of her project (1992-2001).In her account of pursuing the deadly killer, Kirsty Duncan raises questions not only regarding public health, epidemiology, ethics of science, and the rights of subjects but also about age, gender, and privilege in science. While her search for the virus has shown promising preliminary results, it has also shown the dangers of science itself being subsumed in the rush for personal acclaim.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
05/30/2003	9780802087485	MEDICAL / History		
Language	Format	Size	Price	Pages
English	Hardback	6.22 in x 9.25 in	C$45.95	304"
In the Agora,,https://livrescanadabooks.com/images/feed/9780802038173.jpg,"The Public Face of Canadian Philosophy

Author/Illustrator/Editor: Irvine, Andrew D.

Editor: Andrew D. Irvine (CA), John S. Russell (CA)

Mark Kingwell, John Ralston Saul, Jan Zwicky, Thomas Hurka, Will Kymlicka, Graeme Hunter, Paul and Patricia Churchland, Michel Seymour, Arthur Schafer, Charles Taylor-the list of Canadian philosophers who have made important contributions to public debate is a long one. Here, in a single volume we find their views on topics ranging from free speech to free trade, from science to citizenship, from terrorism to tyranny, and from ethics to the environment.In the Agora celebrates the unique perspectives, distinctive voices, and important contributions of Canadian philosophers by bringing together some of the nations’ top minds to speak candidly on issues of popular public debate. Following a foreword by John Ralston Saul, editors Andrew D. Irvine and John S. Russell have carefully collected over a hundred essays into an accessible, controversial, and lively book that delves into any number of significant issues.A spirited and engaging read, In the Agora effectively illustrates how Canadian philosophers have contributed to public discourse and enriched our world. It is a collection that is sure to prompt both interest and debate.

Contributors:
Paul M. Churchland
Andrew Irvine
Thomas Hurka
Trudy Govier
Jeffrey Foss
Jan Zwicky
James Robert Brown
Patricia Smith Churchland
Ray Jennings
Mark Kingwell
John Russell
Ian Hacking
William Hare
Graeme Hunter
John Woods
Thomas De Koninck
David Gauthier
Charles Taylor
Peter Loptson
Jan Narveson
John Dixon
Leo Groarke
Paul Groarke
Stan Persky
Grant Brown
Susan Sherwin
Leslie Burkholder
Michel Seymour
Will Kymlicka
John RalstonSaul
Alister Browne
Lou Marinoff
Steven Davis

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
20060909	9780802038173	PHI000000		
Language	Format	Size	Price	Pages
English		6.08 x 9	C$41.95	352"
In the Days of Our Grandmothers,,https://livrescanadabooks.com/images/feed/9780802079602.jpg,"A Reader in Aboriginal Women's History in Canada

Editor: Lorna Townsend (CA), Mary-Ellen Kelm (CA)

From Ellen Gabriel to Tantoo Cardinal, many of the faces of Aboriginal people in the media today are women. In the Days of Our Grandmothers is a collection of essays detailing how Aboriginal women have found their voice in Canadian society over the past three centuries. Collected in one volume for the first time, these essays critically situate Aboriginal women in the fur trade, missions, labour and the economy, the law, sexuality, and the politics of representation.Leading scholars in their fields demonstrate important methodologies and interpretations that have advanced the fields of Aboriginal history, women’s history, and Canadian history. A scholarly introduction lays the groundwork for understanding how Aboriginal women’s history has been researched and written and a comprehensive bibliography leads readers in new directions. In the Days of our Grandmothers is essential reading for students and anyone interested in Aboriginal history in Canada.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
10/21/2006	9780802079602	HISTORY / Native American		
Language	Format	Size	Price	Pages
English	Paperback / softback	6.04 in x 9.01 in	C$42.95	416"
In the Words of Elders,,https://livrescanadabooks.com/images/feed/9780802079534.jpg,"Aboriginal Cultures in Transition

Editor: Don McCaskill (CA), Peter Kulchyski (CA), David Newhouse (CA)

Over years of teaching, it became increasingly apparent to the editors of this book (the Aboriginal Education Council at Trent University) that students in their Native Studies classes were dissatisfied with many of the texts they were assigned, which were usually anthropological in nature. Their response was to propose a new text that would provide an overview of the thought-worlds of Aboriginal cultures from the inside.Bringing together the voices of sixteen Elders and traditional teachers from across Canada, this collection allows readers to compare the vision and experience of a generation of Aboriginal people. Today, Elders are the historians of the Aboriginal past and the keepers of cultural events and ceremonies. They are teachers, healers, and experts in survival, sharing a world view based on the knowledge that all things in life are related and are governed by natural laws. Those represented here include men and women from a variety of traditions and geographical locations. This unique collection sets a new standard for the representation of First Nations cultures in the academic context. Not only does it mark a shift in the production of knowledge, it fulfils a need for a closer and more respectful collaboration between Native and non-Native communities.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
06/29/1999	9780802079534	SOCIAL SCIENCE / Ethnic Studies / Native American Studies		
Language	Format	Size	Price	Pages
English	Paperback / softback	6 in x 9 in	C$41.95	480"
Indigenous Difference and the Constitution of Canada,,https://livrescanadabooks.com/images/feed/9780802080493.jpg,"Author/Illustrator/Editor: Patrick Macklem (CA)

There is a unique constitutional relationship between Aboriginal people and the Canadian state - a relationship that does not exist between other Canadians and the state. It’s from this central premise that Patrick Macklem builds his argument in this outstanding and significant work.Why does this special relationship exist? What does it entail in terms of Canadian constitutional order? There are, Macklem argues, four complex social facts that lie at the heart of the relationship. First, Aboriginal people belong to distinctive cultures that were and continue to be threatened by non-Aboriginal beliefs, philosophies, and ways of life. Second, prior to European contact, Aboriginal people lived in and occupied North America. Third, prior to European contact, Aboriginal people not only occupied North America; they exercised sovereign authority over persons and territory. Fourth, Aboriginal people participated in and continue to participate in a treaty process with the Crown. Together, these four social conditions are exclusive to the Aboriginal people of North America and constitute what Macklem refers to as indigenous difference.Exploring the constitutional significance of indigenous difference in light of the challenges it poses to the ideal of equal citizenship, Macklem engages an interdisciplinary methodology that treats constitutional law as an enterprise that actively distributes power, primarily in the form of rights and jurisdiction, among a variety of legal actors, including individuals, groups, institutions, and governments. On this account, constitutional law refers to an ongoing project of aspiring to distributive justice, disciplined but not determined by text, structure, or precedent. Far from threatening equality, constitutional protection of indigenous difference promotes equal and therefore just distributions of constitutional power.The book details constitutional rights to Aboriginal people that protect interests associated with culture, territory, sovereignty, and the treaty process, and explores the circumstances in which these rights can be interfered with by the Canadian state. It also examines the relation between these rights and the Canadian Charter of Rights and Feedoms, and proposes extensive reform of existing treaty processes in order to protect and promote their exercise.Macklem’s book offers a challenge to traditional understandings of the constitutional status of indigenous peoples, relevant not only to Canadian debates but also to those in other parts of the world where indigenous peoples are asserting greater autonomy over their collective futures.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
01/20/2001	9780802080493	LAW / Constitutional		
Language	Format	Size	Price	Pages
English	Paperback / softback	6.03 in x 9 in	C$38.95	336"
Interculturalism,,https://livrescanadabooks.com/images/feed/9781442615847.jpg,"A View from Quebec

Author/Illustrator/Editor: Gérard Bouchard

In Interculturalism, sociologist and historian Gérard Bouchard presents his vision of interculturalism as a model for the management of diversity. A pluralist approach which recognizes the existence of a cultural majority whose rights must also be acknowledged, interculturalism constitutes an important alternative to multiculturalism both in Canada and internationally. Written by one of Québec’s leading public intellectuals and the co-chair of the Bouchard-Taylor Commission on reasonable accommodation, Interculturalism is the first clear and comprehensive statement in English of an approach being discussed around the world.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
2015	9781442615847			
Language	Format	Size	Price	Pages
English	Paperback / softback	6 x 9	C$27.95	224"
It’s Not Complicated,,https://livrescanadabooks.com/images/feed/9781442644878.jpg,"The Art and Science of Complexity in Business

Author/Illustrator/Editor: Rick Nason

It’s Not Complicated offers a paradigm shift for business professionals looking for simplified solutions to complex problems. In his straightforward and highly engaging style, Rick Nason introduces the principles of “complexity thinking,” which empower managers to understand, correlate, and explain a diverse range of business phenomena.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
05-2017	9781442644878	BUS041000, BUS063000, BUS071000		World Rights Available
Language	Format	Size	Price	Pages
English	Hardback	9 x 6	C$32.95	248"
Keepers of the Code,,https://livrescanadabooks.com/images/feed/9781442613966.jpg,"English-Canadian Literary Anthologies and the Representation of the Nation

Author/Illustrator/Editor: Lecker, Robert

Keepers of the Code explores the complex network of associations and negotiations that influenced the development of literary anthologies in English Canada from 1837 to the present. Lecker shows that these anthologies are deeply conflicted narratives that embody the tensions and anxieties felt by their editors when faced with the challenge of constructing or rejecting national ideals. He argues that these are intensely self-conscious works with their own literary mechanisms and architecture. In reading the history of these anthologies, he witnesses a complex narrative of nation, a compelling story about the values and interests informing English-Canadian literary history.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
20130207	9781442613966	LIT004080		
Language	Format	Size	Price	Pages
English	Paperback / softback	6.05 x 9	C$34.95	400"
L.M. Montgomery and Canadian Culture,,https://livrescanadabooks.com/images/feed/9780802044068.jpg,"Editor: Elizabeth Rollins Epperly, Irene Gammel

Despite the enormous popularity of her books, particularly Anne of Green Gables, L.M. Montgomery’s role in the development of Canada’s national culture is not often discussed by literary historians. This is curious as some of Canada’s leading writers, including Margaret Atwood, Alice Munro, and Jane Urquhart, have acknowledged their indebtedness to Montgomery’s fiction. That scholars have not mined the ‘Canadianness’ of Montgomery’s writing is redressed by this collection. It is the first systematic effort to investigate and explore Montgomery’s active engagement with Canadian nationalism and identity, including regionalism, canon formation, and Canadian-American cultural relations. It examines her work in relation to the many dramatic changes of her day, such as the women’s movement and the advent of new technologies; and it looks at the national and international consumption of Anne of Green Gables, in the form of both ‘high’ culture and cultural tourism.The wide range of contributors represent views from across disciplines and boundaries, including feminist, biographical, psychoanalytical, historical, and cultural approaches. The scholarly reflections are punctuated to great effect by creative pieces, personal reflections, and interviews. This ground-breaking collection will appeal to all fans of Montgomery’s work and to students of Canadian letters. It places Montgomery and her work squarely in the mainstream of Canadian literary history, affirming her importance to our country’s cultural development.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
06/26/1999	9780802044068	LITERARY CRITICISM / Canadian		
Language	Format	Size	Price	Pages
English	Hardback	6.29 in x 9.26 in	C$32.95	256"
Last Enemy (the)- Commemorative Ed.,,https://livrescanadabooks.com/images/feed/9780887511035.jpg,"Author/Illustrator/Editor: Richard Hillary

Described by critics as “not a book written by a pilot about the war, but a book written by a writer about a pilot”, The Last Enemy tells the story of a young writer’s experiences as a Spitfire pilot in training and during the Battle of Britain, and of the life he led after being shot down.

Richard Hillary begins his story with a gripping account of his flight from Hornchurch on September 3, 1940, up and out over the Channel and into ferocious aerial combat, “a blur of twisting machines and tracer bullets”. His plane hit and hurtling towards the water, Richard bails out of the flaming cockpit and parachutes into the Channel where, hours later, he is eventually rescued by the Margate lifeboat.

The Last Enemy then tells the extraordinary and moving story surrounding that September day. It describes carefree days at Trinity College, Oxford, light-hearted competitive rowing in Germany and Hungary, training as a fighter pilot, aerial combat and then, after being shot down and cruelly burnt by the flames, of a slow and painful recovery. Richard tells also of great friendship and of tragic loss and – in yet more sombre tones – of intense and agonizing personal reflection and questioning about his own war experience, which transformed him from a gifted and handsome athlete, admired and envied by his contemporaries, into a ravaged figure. Unsure of whether or not he would ever be passed fit enough to fly again, Richard asks himself what he can do for those who have died? As he himself wrote: “Then after a while it came to me. I could write.” And so he came to write The Last Enemy.

This commemorative edition of The Last Enemy, with a foreword by D.M.W. to whom the book was originally dedicated, is being published on April 20, Richard Hillary’s birthday, and in 2003, sixty years after his death.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
05/23/2003	9780887511035	FOREIGN LANGUAGE STUDY / English as a Second Language		
Language	Format	Size	Price	Pages
English	Hardback	6.26 in x 9.28 in	C$40.00	208"
Leacock on Life,,https://livrescanadabooks.com/images/feed/9780802035943.jpg,"Author/Illustrator/Editor: Estate of Stephen Leacock

Editor: Gerald Lynch (CA)

Canadian cultural icon Stephen Leacock was as wise and witty as he was prolific, and as sharp as he was humane. A professor of political economy, author, and social critic, Leacock has long been considered Canada’s foremost humourist and social satirist. He was at his best in observational humour but excelled as well in the unforgettable aphorism and the pointed riposte. Leacock’s views on life provide a uniquely Canadian take on the world, an ironic perspective which continues to delight and instruct readers around the globe.Introduced and compiled by scholar and writer Gerald Lynch, with material gleaned from the approximately sixty books of fiction and non-fiction Leacock published, Leacock on Life is an anthology of Leacock’s wit and wisdom, beginning with his memorable preface to Sunshine Sketches of a Little Town and ending with his bitter-sweet essay, ‘Three Score and Ten.’ With selections classified under forty-five headings and a reference key sourcing all quotations, this collection makes widely available Leacock’s views on such subjects as: Canadian politics, love, education, economics, humour, technology, business, America, and writing, among many others. Leacock had opinions on every subject, and they are as humorous, provocative, and relevant today as when first articulated.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
20020831	9780802035943	LCO006000		
Language	Format	Size	Price	Pages
English	Hardback	5.76 x 8.77	C$33.95	208"
Liberals at the Border,,https://livrescanadabooks.com/images/feed/9780802085931.jpg,"We Stand on Guard for Whom?

Author/Illustrator/Editor: Lloyd Axworthy (CA)

Lloyd Axworthy, former Minister of Foreign Affairs, rose to international prominence in the mid-1990s for his comprehensive campaign to ban the use of anti-personnel landmines, which led to the signing of the Ottawa Treaty in 1997 by 122 countries and his own nomination for the Nobel Peace Prize.In this wide-ranging lecture, Axworthy reflects on liberal values, Canadian politics, and the rise of U.S./Canadian border issues since the terrorist attack on the United States in September 2001. Axworthy’s distinctive voice shines through with personal anecdotes about his life in politics and his thoughts on Canada’s sometimes uneasy relations with its southern neighbour and largest trading partner.Axworthy addresses many troubling issues, including the conflict in Afghanistan where Canadian soldiers potentially contravened Canada’s international treaties by handing over prisoners to the U.S. He also discusses Canadian territorial sovereignty in the context of U.S. ‘homeland security,’ as well as international inaction on conflicts in Africa that resulted in the deaths of hundreds of thousands of people.Dr. Axworthy delivered Liberals at the Border in March 2002 as the sixth annual Senator Keith Davey Lecture at Victoria University in the University of Toronto.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
02/07/2004	9780802085931	POLITICAL SCIENCE / International Relations / General		
Language	Format	Size	Price	Pages
English	Paperback / softback	4.95 in x 7.5 in	C$18.95	120"
Lissa,,https://livrescanadabooks.com/images/feed/9781487593476.jpg,"A Story about Medical Promise, Friendship, and Revolution

Author/Illustrator/Editor: Sherine Hamdy and Coleman Nye, illustrated by Sarula Bao and Caroline Brewer

Lissa is the powerful story of two young women – one dealing with kidney failure and organ transplantation in Egypt, and the other with breast cancer genetics and prevention in the US. It is the first book in a new series designed to combine scholarly insights with visually rich storytelling in order to foster greater understanding of global politics, inequalities, and social life.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
11-2017	9781487593476	CGN000000,CGN006000,SOC002000		World rights available excluding Arabic
Language	Format	Size	Price	Pages
English	Paperback	9 x 6	C$24.95	296"
Living with China,,https://livrescanadabooks.com/images/feed/9781487504823.jpg,"A Middle Power Finds Its Way

Author/Illustrator/Editor: Wendy Dobson

Living with China urges Canadians to adopt a forward-looking China strategy that recognizes the significance of China’s history and values for its development model of authoritarian state capitalism and managed markets. Living with China is one of the first comprehensive volumes on a forward-looking Canada–China strategy. The recommended strategy includes more leadership from top officials, building a Canada brand, strengthening our international human capital, addressing security issues, and negotiating bilateral trade and investment liberalization.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
2019	9781487504823	BUS035000, BUS073000, POL054000		
Language	Format	Size	Price	Pages
English		6 x 9	C$C$32.95	192"
Lords of the Rinks,,https://livrescanadabooks.com/images/feed/9780802037251.jpg,"The Emergence of the National Hockey League, 1875-1936

Author/Illustrator/Editor: Wong, John Chi-Kit

No sport is as important to Canadians as hockey. Though there may be a great many things that divide the country, the love of hockey is perhaps its single greatest unifier. Before the latest labour unrest in the National Hockey League (NHL), however, it was easy to forget that hockey is also a multi-million dollar business run, not by the athletes or coaches, but by corporate boards and businessmen. The Lords of the Rinks documents the early years of hockey?s professionalization and commercialization and the emergence of a fledgling NHL, from 1875 to 1936.

As the popularity of hockey grew in Canada in the late nineteenth century, so too did its commercial aspects, and players, club directors, rink owners, fans, and media had developed deep emotional, economic, and ideological interests in the sport. Disagreement came in the ways and means of how organized hockey, especially at the elite level, should be managed. Hence, some coordination, by way of governing bodies, was required to maintain a semblance of order. These early administrative bodies tried to maintain a structure that would help to coordinate the various interests, set up standards of behaviour, and impose mechanisms to detect and punish violators of governance. In 1917, the NHL held its first games and by 1936 had become the dominant governing body in professional hockey.

Having performed extensive research in the NHL archives, including league meeting minutes, letters, memos, telegrams, as well as gate receipt reports,  John Chi-Kit Wong traces the commercial roots of hockey and argues that, in its organized form, the sport was rarely if ever without some commercial aspects despite labels such as amateur and professional. The Lords of the Rinks is the only truly comprehensive and scholarly history of the league and the business of hockey.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
20050924	9780802037251	SPO019000		
Language	Format	Size	Price	Pages
English	Hardback	6.21 x 9.3	C$77	330"
Making a Global City,,https://livrescanadabooks.com/images/feed/9781442631953.jpg,"How One Toronto School Embraced Diversity

Author/Illustrator/Editor: Robert Vipond

Making a Global City celebrates one of the world’s most multicultural cities and shows how education plays a vital role in shaping and integrating immigrants in liberal democracies.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
2017	9781442631953			
Language	Format	Size	Price	Pages
English	Paperback / softback	6 x 9	C$34.95	280"
Making Medicare,,https://livrescanadabooks.com/images/feed/9781442613454.jpg,"New Perspectives on the History of Medicare in Canada

Author/Illustrator/Editor: Gregory Marchildon (CA)

The Canadian health care system is so indisputably tied to our national identity that its founder, Tommy Douglas, was voted the greatest Canadian of all time in a CBC television contest. However, very little has been written to date on how Medicare as we know it was developed and implemented. This collection fills a serious gap in the existing literature by providing a comprehensive policy history of Medicare in Canada.Making Medicare features explorations of the experiments that predated the federal government’s decision to implement the Saskatchewan health care model, from Newfoundland’s cottage hospital system to Bennettcare in British Columbia. It also includes essays by key individuals (including health practitioners and two premiers) who played a role in the implementation of Medicare and the landmark Royal Commission on Health Services. Along with political scientists, policy specialists, medical historians, and health practitioners, this collection will appeal to anyone interested in the history and legacy of one of Canada’s most visible and centrally important institutions.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
11/23/2012	9781442613454	HEALTH & FITNESS / Health Care Issues		
Language	Format	Size	Price	Pages
English	Paperback / softback	6 in x 9 in	C$39.95	336"
Making Surveillance States,,https://livrescanadabooks.com/images/feed/9781487522483.jpg,"Transnational Histories

Author/Illustrator/Editor: Robert Heynen and Emily van der Meulen

Making Surveillance States opens up new and exciting perspectives on how systems of state surveillance developed over the nineteenth and twentieth centuries. The book challenges us to rethink the presumed novelty of contemporary surveillance practices, while developing critical analyses of the ways in which state surveillance has profoundly shaped the emergence of contemporary societies, and the ways these systems of surveillance have been resisted, challenged, and subverted.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
2019	9781487522483	SOC004000, SOC026000, SCI034000		World rights available
Language	Format	Size	Price	Pages
English	Paperback	6 x 9 in.	C$C$39.95	336"
Making the Scene,,https://livrescanadabooks.com/images/feed/9781442610712.jpg,"Yorkville and Hip Toronto in the 1960s

Author/Illustrator/Editor: Stuart Henderson (CA)

Making the Scene is a history of 1960s Yorkville, Toronto's countercultural mecca. It narrates the hip Village's development from its early coffee house days, when folksingers such as Neil Young and Joni Mitchell flocked to the scene, to its tumultuous, drug-fuelled final months. A flashpoint for hip youth, politicians, parents, and journalists alike, Yorkville was also a battleground over identity, territory, and power. Stuart Henderson explores how this neighbourhood came to be regarded as an alternative space both as a geographic area and as a symbol of hip Toronto in the cultural imagination.Through recently unearthed documents and underground press coverage, Henderson pays special attention to voices that typically aren't heard in the story of Yorkville - including those of women, working class youth, business owners, and municipal authorities. Through a local history, Making the Scene offers new, exciting ways to think about the phenomenon of counterculture and urban manifestations of a hip identity as they have emerged in cities across North America and beyond.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
04/30/2011	9781442610712	HISTORY / Canada / General		
Language	Format	Size	Price	Pages
English	Paperback / softback	6 in x 9 in	C$29.95	384"
Mamaskatch,,https://livrescanadabooks.com/images/feed/9781771622004.jpg,"A Cree Coming of Age

Author/Illustrator/Editor: Darrel J. McLeod

Growing up in the tiny village of Smith, Alberta, Darrel J. McLeod was surrounded by his Cree family’s history. In shifting and unpredictable stories, his mother, Bertha, shared narratives of their culture, their family and the cruelty that she and her sisters endured in residential school. McLeod was comforted by her presence and that of his many siblings and cousins, the smells of moose stew and wild peppermint tea, and his deep love of the landscape. Bertha taught him to be fiercely proud of his heritage and to listen to the birds that would return to watch over and guide him at key junctures of his life.

However, in a spiral of events, Darrel’s mother turned wild and unstable, and their home life became chaotic. Sweet and innocent by nature, Darrel struggled to maintain his grades and pursue an interest in music while changing homes many times, witnessing violence, caring for his younger siblings and suffering abuse at the hands of his surrogate father. Meanwhile, his sibling’s gender transition provoked Darrel to deeply question his own sexual identity.

The fractured narrative of Mamaskatch mirrors Bertha’s attempts to reckon with the trauma and abuse she faced in her own life, and captures an intensely moving portrait of a family of strong personalities, deep ties and the shared history that both binds and haunts them.

Beautifully written, honest and thought-provoking, Mamaskatch—named for the Cree word used as a response to dreams shared—is ultimately an uplifting account of overcoming personal and societal obstacles. In spite of the traumas of Darrel’s childhood, deep and mysterious forces handed down by his mother helped him survive and thrive: her love and strength stayed with him to build the foundation of what would come to be a very fulfilling and adventurous life.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
	9781771622004			
Language	Format	Size	Price	Pages
English	Hardback	6.50 x 9.25	C$29.95	240"
Marshall McLuhan and Northrop Frye,,https://livrescanadabooks.com/images/feed/9781442616165.jpg,"Apocalypse and Alchemy

Author/Illustrator/Editor: B.W. Powe

Marshall McLuhan and Northrop Frye are two of Canada’s central cultural figures, colleagues and rivals whose careers unfolded in curious harmony even as their intellectual engagement was antagonistic. Poet, novelist, essayist and philosopher B.W. Powe, who studied with both of these formidable and influential intellectuals, presents an exploration of their lives and work in Marshall McLuhan and Northrop Frye: Apocalypse and Alchemy. Powe considers the existence of a unique visionary tradition of Canadian humanism and argues that McLuhan and Frye represent fraught but complementary approaches to the study of literature and to the broader engagement with culture. Examining their eloquent but often acid responses to each other, Powe exposes the scholarly controversies and personal conflicts that erupted between them, and notably the great commonalities in their writing and biographies. Using interviews, letters, notebooks, and their published texts, Powe offers a new alchemy of their thought, in which he combines the philosophical hallmarks of McLuhan’s “The medium is the message” and Frye’s “the great code.”

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
2014	9781442616165			
Language	Format	Size	Price	Pages
English	Paperback / softback	6 x 9	C$32.95	368"
Memoirs of a Very Civil Servant,,https://livrescanadabooks.com/images/feed/9780802044457.jpg,"Mackenzie King to Pierre Trudeau

Author/Illustrator/Editor: Gordon Robertson (CA)

Born in Saskatchewan in 1917, Gordon Robertson worked at the centre of government power from 1945 until his retirement in 1979. He worked directly with Prime Ministers King, St-Laurent, Pearson, and Trudeau, serving as senior advisor to the latter two. Commissioner of the Northwest Territories from 1953 to 1963, he also became the first Deputy Minister of the new Department of Northern Affairs under Jean Lesage. In this memoir he presents a first-hand account of the events and personalities that shaped Canada during the critical post-war period.

Robertson tells of Canada’s development from colony to nation and the prime ministers who presided over the process. He provides an assessment of each prime minister in action: how they organized the cabinets, what their qualities were and how these related to their failures and successes. Himself influential in many areas of government, Robertson played a key role in the long debate on constitutional reform and national unity. Even after his retirement, he remained active as an unofficial constitutional networker.

Gordon Robertson has written no ordinary memoir. Along with the key events and personalities of his day he describes the development of his own ideas about the nature of Canada and its constitutional future. The result is a significant historical document, one that brings much insight to the history of post-war Canada.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
10/01/2000	9780802044457	BIOGRAPHY & AUTOBIOGRAPHY / Political		
Language	Format	Size	Price	Pages
English	Hardback	6.36 in x 9.24 in	C$51.95	384"
Miscarriages of Justice in Canada,,https://livrescanadabooks.com/images/feed/9780802094063.jpg,"Causes, Responses, Remedies

Author/Illustrator/Editor: Kathryn M. Campbell

Innocent people are regularly convicted of crimes they did not commit. A number of systemic factors have been found to contribute to wrongful convictions, including eyewitness misidentification, false confessions, informant testimony, official misconduct, and faulty forensic evidence.

In Miscarriages of Justice in Canada, Kathryn M. Campbell offers an extensive overview of wrongful convictions, bringing together current sociological, criminological, and legal research, as well as current case-law examples. For the first time, information on all known and suspected cases of wrongful conviction in Canada is included and interspersed with discussions of how wrongful convictions happen, how existing remedies to rectify them are inadequate, and how those who have been victimized by these errors are rarely compensated. Campbell reveals that the causes of wrongful convictions are, in fact, avoidable, and that those in the criminal justice system must exercise greater vigilance and openness to the possibility of error if the problem of wrongful conviction is to be resolved.

Publisher
University of Toronto Press
Date	ISBN	BISAC Code	Thema	Rights available
2018	9780802094063			WORLD
Language	Format	Size	Price	Pages
English	Paperback / softback	7.00 x 10.00	C$47.95	544"
