title,authors,overview
Amazon To Zami: Towards A Global Lesbian Feminism (sexual Politics),['Monika Reinfelder'],"<p>This work explores the existence of a global network of lesbian activists in Latin America, the Caribbean, Africa, Asia and the Pacific. Individual chapters place lesbian concerns in the context of national politics and prevailing attitudes toward women and sexuality, in countries as culturally, politically and economically diverse as Costa Rica, Mexico, South Africa, Zimbabwe and Argentina. A wide range of women debate their ability to be politically active and openly lesbian in countries that are (at best) hostile to the issues of homosexuality and feminism.</p>"
Cast-off Youth: Policy And Training Methods From The Military Experience,"['Thomas G. Sticht', 'William  B. Armstrong', 'Daniel Hickey']","<p>This work focuses on the highly controversial Project 100,000 which was initiated in the midst of the Vietnam War and the War on Poverty during the Johnson administration. With the project as a model, the authors easily show exactly how the military examined, selected, classified, trained, and utilized the one third of our nation generally considered untrainable and unemployable. In addition to providing detailed statistics on the performance of lower aptitude youth in the military for the last half-century, this work analyzes experiments conducted by the armed forces to develop effective and efficient ways to train these youths.</p>"
"Women's Movements In America: Their Successes, Disappointments, And Aspirations","['Gloria Helen Danziger-signer', 'Rita J. Simon']","<p>This work is a survey of the efforts through which women have changed their place in American society from the nation's founding to the present. Examining the historical struggle for suffrage, legal and property rights, and rights in the work place, the authors show how these experiences have shaped a contemporary movement for economic, political, and social equality that has become increasingly independent and less and less likely to place women's issues second to other national concerns.</p>
<p>The authors recount a history of women activists who repeatedly set aside their own issues in favor of others that seemed more pressing--from abolition and preserving the Union, to labor solidarity in the 1920s, and civil rights and the New Left in the 1960s and 1970s. Male domination of these movements and a lack of support for women's issues have been major factors in creating the contemporary feminist philosophy of going it alone. The book is divided into three topical sections, each of which offers a historical analysis and draws on a variety of sources such as legal statutes and judicial decisions, demographic information, public opinion polls, and biographies and other narrative accounts. It is a richly documented resource for courses and research in women's studies, sociology, politics, and U.S. legal and political history.</p>"
Families And Mental Illness: New Directions In Professional Practice,['Diane Marsh'],"<p>This work is the most comprehensive volume to focus on new directions in professional practice with families of people with mental illness. It offers a multidisciplinary systems-oriented examination of theory, research, and practice in the area. Unique features include a consideration of life-span and family system and subsystem perspectives, as well as the inclusion of powerful personal accounts of family members. It is written from the perspective of a competence paradigm for clinical practice, which offers a constructive alternative to the more prevalent pathology models of the past.</p>
<p>This work is the most comprehensive volume to focus on new directions in professional practice with families of people with mental illness. It offers a multidisciplinary systems-oriented examination of theory, research, and practice in the area. Unique features include a consideration of life-span and family system and subsystem perspectives, as well as the inclusion of powerful personal accounts of family members. It is written from the perspective of a competence paradigm for clinical practice, which offers a constructive alternative to the more prevalent pathology models of the past. In the era following deinstitutionalization, families often have served as an extension of the mental health system. There is much evidence that the needs of families are often poorly met. In response to the shortcomings of the system and to their own anguish, families have become increasingly assertive in articulating their needs for respect, support, information, skills, resources, and services. This volume is designed to provide professionals with increased understanding of the experiences and needs of families, as well as with concrete suggestions for enhancing their effectiveness in meeting those needs.</p>
<p>The first three chapters are designed to explore general issues related to the family experience and family-professional relationships, the conceptual and empirical context, and new directions in professional practice. The next six chapters provide the experiential core of the volume, covering such topics as life-span perspectives, the subjective and objective burden, the family system, family subsystems, coping and adaptation, and the needs of families. The final three chapters are concerned with intervention, including nonclinical strategies that are designed primarily to educate and support families, and clinical strategies that are designed primarily to provide treatment. The nonclinical and clinical intervention strategies that are discussed have the potential to comprise a full continuum of family-oriented services that can be tailored to the needs, desires, and resources of particular families. The final chapter is concerned with intervention on the level of the mental health system.</p>"
American Policy And Northern Ireland: A Saga Of Peacebuilding,['Joseph E. Thompson'],"<p>Thompson examines the U.S. role--both governmental and that of Irish-Americans--in attempting to bring a resolution to the strife in Northern Ireland. He concentrates on the efforts since 1967, particularly the growth of American efforts to become the central humanitarian player in the peace process.</p>
<p>The U.S. government stance was initially one of strict non-involvement. However, in the aftermath of Vietnam and Watergate, diminished White House authority encouraged Irish-American groups to challenge the traditional Irish policy. Movement away from strict non-involvement began with Congressional concern for the rising specter of Irish-American anger at the treatment of northern Irish Catholics. An important transition to humanitarian policy occurred during the Reagan Administration. Contributing factors that helped the U.S. government take a new direction in foreign policy were America's failure to respond to the escalation of Northern Ireland violence, a strong personal ethnic tie between the U.S. President and Speaker of the House O'Neill, a personal link between President Reagan and Prime Minister Thatcher, and intense lobbying by Irish-Americans and the Irish government. After a brief period of silent diplomacy during the Bush administration, the Clinton administration succeeded in a public blitz to endorse steps necessary to bring peace closer.</p>"
Colette (key Women Writers),['Nicole Ward Jouve'],"<p>Though Colette’s novels have been thought sentimental and she herself has earned a certain notoriety as a decadent sensualist, Nicole Ward Jouve argues that we need to look closely at Colette’s work again, and with the hindsight of feminist theory, to rediscover that inimitable talent for the inscription of sensual and familial pleasure.</p>"
Colette (key Women Writers),['Nicole Ward Jouve'],"<p>Though Colette's novels have been thought sentimental and she herself has earned a certain notoriety as a decadent sensualist, Nicole Ward Jouve argues that we need to look closely at Colette's work again, and with the hindsight of feminist theory, to rediscover that inimitable talent for the inscription of sensual and familial pleasure.</p>"
Communazis: Fbi Surveillance Of German Emigré Writers,['Alexander Stephan'],"<p>Thousands of writers, artists, filmmakers, and intellectuals fled Germany in the 1930s. Many settled in the United States, hoping to find allies against Nazism and a safe refuge from Hitler’s Gestapo. But in America nearly all of the exiled authors—among them Nobel Prize recipient Thomas Mann, his brother Heinrich, dramatist Bertolt Brecht, and novelists Erich Remarque and Lion Feuchtwanger—became the subjects of intense suspicion and government surveillance. This riveting book, based on secret FBI files released for the first time to Alexander Stephan under the provisions of the Freedom of Information and Privacy Acts, reveals the disturbing details and the surprising extent of government surveillance operations conducted against German exiles during World War II and the McCarthy era.</p>
<p>Not only the FBI but also the Immigration and Naturalization Service, the House Un-American Activities Committee, and other agencies spied on the German émigrés. Wiretaps were installed, mail was routinely opened and read, records of visitors were maintained. Searches—not always with legal warrants—were conducted, informants hired, and connections to exile writers established (Thomas Mann’s daughter, Erika, volunteered her insights). Stephan sets these activities in historical context and discusses the widespread xenophobia and paranoia that surrounded Nazism and Communism, which were frequently conflated in the public imagination. The author illuminates the relationship not only between German anti-Nazis and U.S. politics of the period but also between intellectuals and the modern surveillance state.</p>"
J. Edgar Hoover And His G-men,['William B. Breuer'],"<p>Through gripping accounts of actual incidents, William Breuer brings the reader to the front lines of battle with Hoover and his crimebusters. Thrilling manhunts, thwarted mayhem, and tense confrontations dominate the action as the FBI tracks down the most dangerous hoodlums, kidnappers, and marauders of the era. Breuer also examines the social obstacles of pursuing justice during that bleak period in American history. Citizen apathy spurred by the Depression further stacked the odds against the G-Men as they chased desperadoes across the landscape. Somehow, the FBI achieved unprecedented success in the face of almost insurmountable odds. This powerful volume demonstrates the stunning evolution of a tattered, corrupt organization into a disciplined unit priding itself on integrity and a tireless dedication to duty. Most of all, Hoover's mystique and the sheer force of his will can be felt with each encounter detailed in this fascinating book.</p>
<p>As the blood of criminal violence flowed through the streets in early 1920s America, the FBI was rendered helpless by unholy alliances with crooked politicians and shady dealings. A dynamic, young J. Edgar Hoover would change all that. After being named director of the FBI, Hoover quickly whipped the bureau into crime-fighting shape through mass firings of political hacks and painstaking screening of new recruits. Hoover's meticulous revitalization of the FBI resulted in the forming of a small, coldly efficient force that eagerly awaited its chance to battle the criminal element. Once Congress removed limitations on making arrests and carrying firearms, Hoover and 600 G-Men took to the streets, matching guns and wits with America's most notorious gangsters in an all-out war. The G-Men rapidly nailed ruthless criminals and well-known kingpins such as John Dillinger, Baby Face Nelson, Pretty Boy Floyd, Ma Barker and her sons, Machine Gun Kelly, and Creepy Karpis (who was personally apprehended by Hoover).</p>
<p>Through gripping accounts of actual incidents, William Breuer brings the reader to the front lines of battle with Hoover and his crimebusters. Thrilling manhunts, thwarted mayhem, and tense confrontations dominate the action as the FBI tracks down the most dangerous hoodlums, kidnappers, and marauders of the era. Breuer also examines the social obstacles of pursuing justice during that bleak period in American history. Citizen apathy spurred by the Depression further stacked the odds against the G-Men as they chased desperadoes across the landscape. Somehow, the FBI achieved unprecented success in the face of almost insurmountable odds. This powerful volume demonstrates the stunning evolution of a tattered, corrupt organization into a disciplined unit priding itself on integrity and a tireless dedication to duty. Most of all, Hoover's mystique and the sheer force of his will can be felt with each encounter detailed in this fascinating book.</p>"
Some Truer Method: Reflections On The Heritage Of Newton,['Frank Durham'],"<p>Through the lens of Chinese food, the authors address recent theories in social science concerning cultural identity, ethnicity, boundary formation, consumerism and globalization, and the invention of local cuisine in the context of rapid culture change in East and Southeast Asia.</p>"
Schumpeter And The Political Economy Of Change,['David L. Mckee'],"<p>Throughout this century, economics as a discipline has not always been distinguished by its insightful treatment of temporal and spatial considerations. The exponents of neoclassical synthesis have often been criticized for failing to incorporate the dimension of time into their machinations, and while the concept of space has fared somewhat better, it still suffers from semantic debate. Structural and/or sectoral considerations have also been lacking, either encumbered by polemics or confounded by the inherited simplicities of the stage theorists. This work, which applies the analytical system of Joseph Schumpeter to spatial and structural dimensions, attempts to explain the role played by change in profit-seeking economies.</p>
<p>Following an introductory chapter that offers a brief description of the Schumpeterian dialectic and its explanation of how change occurs over time under capitalism, the book is divided into three main secions. The first addresses spatial considerations, covering ways in which Schumpeter's analysis can be applied to local and regional contexts in advanced economies; the dialectic in international economic processes, particularly the effect of multinational businesses on individual economies; and development prospects for Third World nations. Section two focuses on the structural dimension, specifically the emergence of service industries and Schumpeter's fears for the survival of capitalism. A hybrid overview of pole theory is also included. The final section offers reflections and a summary, and includes an assessment of the role of government in aiding or impeding change and an illustration of what governments can and cannot do to change their economies in the face of automatic capitalistic processes. This work will be a valuable reference source for courses in economic theory, economic policy, and political science as well as a useful addition to college, university, and public libraries.</p>"
Randall Jarrell On W.h. Auden,"['Jarrell, Randall , 1914-1965']","<p>''To read Randall Jarrell on W. H. Auden is to read the best-equipped of American critics of poetry of the past century on the best-equipped of its Anglo-American poets, and we rush to read, perhaps, less out of an academic interest in fair judgment than out of a spectator's love of virtuosity in flight.'' From Adam Gopnik's foreword</p>
<p>Randall Jarrell was one of the most important poet-critics of the past century, and the poet who most fascinated and infuriated him was W. H. Auden. In Auden, Jarrell found a crucial poetic influence that needed to be both embraced and resisted. During the 1940s, Jarrell wrestled with Auden's work, writing a series of notorious articles on Auden that remain admired and controversial examples of devoted and contentious criticism. While Jarrell never completed his proposed book on Auden, these previously unpublished lectures revise and reprise his earlier articles and present new insights into Auden's work. Delivered at Princeton University in 1951 and 1952, Jarrell's lectures reflect a passionate appreciation of Auden's work, a witty attack from an informed opponent, and an important document of a major poet's reception.</p>
<p>Jarrell's lectures offer readings of many of Auden's works, including all of his long poems, and illuminate his singular use of a variety of stylistic registers and poetic genres. In the lecture based on the article ''Freud to Paul,'' Jarrell traces the ideas and ideologies that animated and, at times, overwhelmed Auden's poetry. More precisely, he considers the influence of left-liberal politics, psychoanalytic and evolutionary theory, and the idiosyncratic Christian theology that characterized Auden's poems of the 1940s.</p>
<p>While an admiring and sympathetic reader, Jarrell does not avoid identifying Auden's poetic failures and political excesses. He offers occasionally blistering assessments of individual poems and laments Auden's turn from a cryptic, feeling, impassioned poet to a rhetorical, self-conscious one. Stephen Burt's introduction provides a backdrop to the lectures and their reception and importance for the history of modern poetry.</p>
<p> Columbia University Press</p>"
Dark Horses: Poets On Overlooked Poems,['Joy Katz'],"<p>Too many amazing poems end up overlooked by the academy and excluded from the canon, remaining largely unknown to the poetry-reading public.&nbsp; Joy Katz and Kevin Prufer’s <i>Dark Horses</i> joyfully rediscovers dozens of these poems, recognizes their power, and illuminates their significance.&nbsp;</p>
<p>&nbsp;</p>
<p>Seventy-five established American poets including Billy Collins, John Ashbery, Linda Bierds, Carl Phillips, C. K. Williams, Wanda Coleman, Miller Williams, and Dana Gioia have each selected one unjustly neglected poem, most never previously anthologized, and written a concise commentary to accompany it. Selections include forgotten gems by well known poets as well as poems by writers who have fallen into obscurity. <i>Dark Horses</i> also acts as a primer on how to creatively read a poem and a documentary of the bonds between a poem and its reader.</p>"
Dark Horses: Poets On Overlooked Poems,"['Katz', 'Joy']","<p>Too many amazing poems end up overlooked by the academy and excluded from the canon, remaining largely unknown to the poetry-reading public.&nbsp; Joy Katz and Kevin Prufer’s <i>Dark Horses</i> joyfully rediscovers dozens of these poems, recognizes their power, and illuminates their significance.&nbsp;</p>
<p>&nbsp;</p>
<p>Seventy-five established American poets including Billy Collins, John Ashbery, Linda Bierds, Carl Phillips, C. K. Williams, Wanda Coleman, Miller Williams, and Dana Gioia have each selected one unjustly neglected poem, most never previously anthologized, and written a concise commentary to accompany it. Selections include forgotten gems by well known poets as well as poems by writers who have fallen into obscurity. <i>Dark Horses</i> also acts as a primer on how to creatively read a poem and a documentary of the bonds between a poem and its reader.</p>"
Solomon: The Lure Of Wisdom,"['Weitzman, Steven , 1965-']","<p>Tradition has it that King Solomon knew everything there was to know—the mysteries of nature, of love, of God himself—but what do we know of him? Esteemed biblical scholar Steven Weitzman reintroduces readers to Solomon's story and its surprising influence in shaping Western culture, and he also examines what Solomon's life, wisdom, and writings have come to mean for Jews, Christians, and Muslims over the past two thousand years.</p>
<p>Weitzman's <i>Solomon</i> is populated by a colorful cast of ambitious characters—Byzantine emperors, explorers, rabbis, saints, scientists, poets, archaeologists, trial judges, reggae singers, and moviemakers among them—whose common goal is to unearth the truth about Solomon's life and wisdom. Filled with the Solomonic texts of the Bible, along with lesser–known magical texts and other writings, this book challenges both religious and secular assumptions. Even as it seeks to tell the story of ancient Israel's greatest ruler, this insightful book is also a meditation on the Solomonic desire to know all of life's secrets, and on the role of this desire in world history.</p>"
"Improvisational Design : Continuous, Responsive Digital Communication",['Suguru Ishizaki'],"<p>Traditional visual design expresses information in fixed forms, such as print or film, so the message can be stored or distributed. With interactive media and continuously updated information, communication entails a new, more dynamic set of design problems. In this book Suguru Ishizaki offers a theoretical framework for dealing with the challenges and opportunities of what he calls dynamic design. His approach incorporates a community of collaborating agents that control design solutions in response to a changing context. He illustrates his ideas with several examples,such as expressive e-mail and responsive maps. The book will be of particular interest to interaction designers, visual designers, software engineers, and human-computer interaction experts.</p>"
Transracial Adoptees And Their Families: A Study Of Identity And Commitment,"['Simon, Rita James.']","<p>Transracial adoption is a controversial area of research and practice in child welfare. The authors, a sociologist and a social worker, have contributed much to its understanding through a series of studies that began in 1972 of white families that have adopted nonwhite (mostly black) children. This book reports on the latest phase of their research, which was based on interviews with most of the families and adoptees in the original sample. The purpose of the interviews was to explore the adoptees' racial identities and self-esteem, and the long-term effects of transracial adoption on the adoptees and their families. The authors present their findings in a clear, vivid, and coherent manner; objectively examine the issues raised by the study; and thoughtfully formulate implications for policy and practice. The study supports their major conclusion that 'where no appropriate permanent inracial placement can be found for a non-white child . . . transracial adoption should be seriously considered.' A timely, unique, and sophisticated work that should be read widely by students, practitioners, and policymakers in child welfare. <i>Choice</i></p>
<p>Reporting on the third phase of a 14-year study of transracial adoption, this volume focuses on the adoption of non-white children by white families. It includes personal interviews with 96 mothers and fathers and 218 children which help to answer questions about the long-term effects of transracial adoption on the adoptees' mental and emotional health and their racial identities. These valuable empirical data are combined with discussions of the practices of adoption agencies, recent court rulings, and alternative forms of adoption.</p>"
Burden Of Dreams: History And Identity In Post-soviet Ukraine (post-communist Cultural Studies),['Catherine Wanner'],"<p>Ukraine is the largest new state to appear on the map of Europe this century. With a population of more than 50 million people and a territory larger than France, the new Ukrainian state faces many challenges, not least of which is to forge a national identity after years of Soviet rule. <em>Burden of Dreams</em> examines daily life in Soviet and post-Soviet Ukraine, showing why Ukrainian nationalism and its program of ""Ukrainianization"" have appealed to the largest Russian diaspora and to millions of Russified Ukrainians.</p>
<p>Focusing on schools, festivals, commemorative ceremonies, and monuments, Catherine Wanner shows how Soviet-created narratives have been recast to reflect a post-Soviet Ukrainocentric perspective. In the process, we see how new histories are understood and acted upon. This reveals regional cleavages and the resilience of cultural differences produced by the Soviet regime. For some people, the system they criticized yesterday is the one they long for today.</p>
<p>The struggle to remember or to forget is particularly intense in post-Soviet societies. <em>Burden of Dreams</em> is especially valuable for showing us the monumental task facing a Ukrainian state that is seeking to craft cultural solidarity after years of Soviet rule.</p>"
Finding The Best Business School For You: Looking Past The Rankings,"['Everette E. Dennis', 'Sharon P. Smith']","<p>Ultimately, finding the best and most appropriate business school requires more than following trends and assessing rankings. Dennis and Smith offer an approach that is designed to help prospective MBA students cast their nets widely, thinking more expansively, creatively, and strategically, with both short- and long-term implications in mind. Discussing the pros and cons of a formal business education (in the context of evolving attitudes toward management and the role of the MBA in developing successful leaders), the authors help readers identify their underlying motivations for pursuing an MBA, learn how to read between the lines of the popular rankings, and utilize the concept of return on investment (ROI) to evaluate programs on the basis of their contribution to long-term professional and personal goals. At a time when one-fourth of all master's degrees conferred are in business, <i>Finding the Best Business School for You</i> offers practical insights for making wise decisions and getting the most out of the MBA experience.</p>
<p>The truth is that, in response to changes in the global business environment, many schools are redesigning their curricula, forging closer ties with businesses, and giving students more freedom to customize their degrees. Some of the most innovative programs are being designed at public universities and other institutions out of the spotlight.</p>"
Degrees That Matter: Climate Change And The University,"['Rappaport, Ann.']","<p>Universities and colleges are in a unique position to take a leadership role on global warming. As communities, they can strategize and organize effective action. As laboratories for learning and centers of research, they can reduce their own emissions of greenhouse gases,educate students about global warming, and direct scholarly attention to issues related to climate change and energy. Degrees That Matter offers practical guidance for those who want to harness the power of universities and other institutions, and provides perspectives on how to motivate change and inspire action within complex organizations.The authors, drawing on almost a decade of experience leading the Tufts Climate Initiative and other institutional ""greening"" efforts, provide both the basic facts and more detailed information about climate issues. Some chapters can be used as stand-alone action guides for specific areas, while others put climate action in scientific,economic, and political contexts. The authors discuss the major sources of greenhouse gas emissions on campus and the importance of an emissions inventory for setting goals and strategies. They consider decision making (and decision makers), costs, budgets, and institutional priorities, and describe different emission reduction projects. They look at the importance of master planning for the university and the value of action by individual community members. Finally, they suggest climate action projects for the classroom and offer guidance for tapping student energy. Their aim is to inspire others to take on global warming regardless of organizational setting.</p>"
"Greening The Ivory Tower: Improving The Environmental Track Record Of Universities, Colleges, And Other Institutions (urban And Industrial Environments)",['Sarah Creighton'],"<p>Universities can teach and demonstrate environmental principles and stewardship by taking action to understand and reduce the environmental impacts of their own activities. Greening the Ivory Tower, a motivational and how-to guide for staff, faculty, and students, offers detailed""greening"" strategies for those who may have little experience with institutional change or with the latest environmentally friendly technologies.The author was project manager of Tufts CLEAN!, a program whose mission was to reduce Tufts University's environmental impact. After analyzing the campus's overall environmental impact (each year the main campus serves 5 million meals; makes 14million photocopies; uses 65 tons of paper towels, 110 million gallons of water, and 23 million kWh of electricity; and generates over 2,000 tons of solid waste), the team decided to focus on food waste, transportation, energy efficiency, and procurement practices. An essential discovery was that to change practices requires the personal commitment and direct involvement of those who have the responsibility for operating the institution on a daily basis. Although the Tufts experience forms the basis for many of the proposals in the book, the story goes well beyond Tufts; the author includes examples of successful practices from many other institutions.</p>"
Literature of the People's Republic of China,"['Kai-yu Hsu', 'with the special assistance of Ting Wang... [et al.]']","<p>Until now little of China's massive literary output of the last thirty years has been available to American readers. This landmark volume presents a generous sampling in translation of the literature written in the PRC from 1949 to the present. Included here are more than 200 selections: poems, stories, essays, a hsiang-sheng (comic dialogue), and excerpts from novels, plays, movie scripts, and an opera. Among the major writers represented are Ting Ling and Hao Jan (fiction); Ai Ch'ing and Feng Ching-yÃ¼an (poetry); T'ien Han and Yang Han-sheng (drama); and Teng T'o and Chou Yang (essays).</p><p>Literature of the People's Republic of China offers a fascinating glimpse into Chinese life and demonstrates the struggle of creative writers to be true both to their art and to their country's revolution.</p>"
"From Megaphones To Microphones: Speeches Of American Women, 1920-1960","['Sarkela, Sandra J.', 'Ross, Susan Mallon', 'Lowe, Margaret A.']","<p>Until recently, scholars assumed that women stopped speaking after they won the vote in 1920 and did not reenter political life until the second wave of feminism began in the 1960s. Nothing could be further from the truth. While national attention did dissipate after 1920, women did not retreat from political and civic life. Rather, after winning the vote, women's public activism shifted from a single-issue agenda to the myriad social problems and public issues that faced the nation. As such, women began to take their place in the public square as political actors in their own rights rather than strictly campaigning for a women's issue.</p>
<p>This anthology documents women's activism during this period by introducing heretofore unpublished public speeches that address a wide array of debated topics including child labor, international relations, nuclear disarmament, consumerism, feminism and anti-feminism, social welfare, family life, war, and the environment. Some speeches were delivered in legislative forums, others at schools, churches, business meetings, and media events; still others before national political organizations. To ensure diversity, the volume features speakers of different ages, races, classes, ethnicities, geographic regions, and political persuasions. The volume editors include short biographical introductions as well as historical context for each selection.</p>"
"From Megaphones To Microphones: Speeches Of American Women, 1920-1960","['Sandra J. Sarkela', 'Susan Ross', 'Margaret Lowe']","<p>Until recently, scholars assumed that women stopped speaking after they won the vote in 1920 and did not reenter political life until the second wave of feminism began in the 1960s. Nothing could be further from the truth. While national attention did dissipate after 1920, women did not retreat from political and civic life. Rather, after winning the vote, women's public activism shifted from a single-issue agenda to the myriad social problems and public issues that faced the nation. As such, women began to take their place in the public square as political actors in their own rights rather than strictly campaigning for a women's issue.</p>
<p>This anthology documents women's activism during this period by introducing heretofore unpublished public speeches that address a wide array of debated topics including child labor, international relations, nuclear disarmament, consumerism, feminism and anti-feminism, social welfare, family life, war, and the environment. Some speeches were delivered in legislative forums, others at schools, churches, business meetings, and media events; still others before national political organizations. To ensure diversity, the volume features speakers of different ages, races, classes, ethnicities, geographic regions, and political persuasions. The volume editors include short biographical introductions as well as historical context for each selection.</p>"
"Women At Work: The Transformation Of Work And Community In Lowell, Massachusetts, 1826-1860",['Thomas Dublin'],"<p>Until the nineteenth century, women were largely confined to work in the home. But in the years between 1820 and 1860 the rise of the cotton textile industry in New England radically altered women's working and living patterns. Thousands of single, young women left the homes of their parents to work in the growing mill towns and to live together in the company boardinghouses. This was the first generation of American women to face the demands of industrial capitalism.</p>
<p><i>Women at Work</i>details the lives of this first generation in Lowell, Massachusetts -- America's leading factory town in the middle decades of the nineteenth century. The mill experience bridged the gap between rural and urban life, as Yankee women from the countryside brought to the mill towns the rich kinship and friendship networks indigenous to preindustrial America. Thomas Dublin shows how these rural values, transplanted to Lowell's factories and boardinghouses, contributed to the emergence of a close-knit community of women workers.</p>
<p>Recounting the birth of the American textile industry and the rise of Lowell, Dublin analyzes the social relations in the early mills, the boardinghouse community, the strikes of the 1830s, and the Ten Hour Movement organized for the reduction of hours in the 1840s. He then describes the influx of Irish and other immigrant workers who displaced the Yankee women workers and brought about the transformation of the community. The immigrant workers lived in private tenements rather than in the company boardinghouses, a family labor system replaced one consisting primarily of young, single women, and more stringent working conditions and wage cuts undermined the previousstandards. The unprecedented first period of the American women's labor movement had passed.</p>


                        <p>Women at Work tells of the first generation of women to enter industrial employment by recounting experiences of workers in the cotton mills of mid-19th century Lowell, Massachusetts.
</p>"
Creative Radio Production,['Bruce Siegel'],"<p>Using an engaging, hands-on approach this title offers the novice an innovative foundation in equipment and technique. This book explains vital radio concepts without using intimidating jargon. The author, a seasoned professional and educator, guides readers through essential aspects of the radio producer's art, such as making the most of readily available equipment and using your voice to your best advantage.<br>
<br>
 In addition, a cassette tape accompanies the book that reinforces the text by illustrating techniques and principles. The reader learns how to - Operate basic radio equipment, such as consoles, tape recorders, and patch panels; Set microphones for optimal recording patterns; Mix music, voices, and sound effects; Edit by following detailed step-bystep instructions; Creatively experiment with basic equipment to develop new sounds and techniques. This is an innovative educational package designed to help readers develop their creative production abilities. The package consists of a text and supplemental audio cassette. Creative Radio Production will offer educators a unique, flexible and potent resource.</p>


                        <p>Using an engaging, hands-on approach this title offers the novice an innovative foundation in equipment and technique. This book explains vital radio concepts without using intimidating jargon. The author, a seasoned professional and educator, guides readers through essential aspects of the radio producer's art, such as making the most of readily available equipment and using your voice to your best advantage.
</p>"
The House Of Atreus: Abortion As A Human Rights Issue,"['Bohan, James F. , 1964-']","<p>Using clear language and unconventional examples, this book argues that abortion is not merely a medical or religious issue, but one that goes to the very heart of our conception of human rights. It explains that the unborn are living and human beings, that all human beings have a right to life, and that denying the right to life of some weakens the right to life of all. Bohan supports his thesis by pointing to human rights treaties, the Declaration of Independence, and the words of such luminaries as Albert Schweitzer, Frederick Douglass, Pearl S. Buck, Elie Wiesel, and Martin Luther King Jr. He also examines the connection between abortion and the recent push to legalize assisted suicide and euthanasia. Bohan explains why the Greek myth of the House of Atreus is an apt metaphor for our abortion-minded society that shows the distinction between abortion and infanticide is arbitrary. While the Supreme Court holds that the 14th Amendment does not protect the lives of fetuses, at the time the Amendment was drafted, American scholars were comparing the mental capacity of Black people to that of a white fetus. Bohan also explores the the common aspects involved in the destruction of the unborn and the destruction of Jews by the Nazis: the roles of dehumanization, euphemism, the medical community, science, idealism, and humane killing, among others.</p>"
"A Public Charity: Religion And Social Welfare In Indianapolis, 1929-2002(polis Center Series On Religion And Urban Culture)",['Mary L. Mapes'],"<p>Using Indianapolis as its focus, this book explores the relationship<br>
 between religion and social welfare. Arising out of the Indianapolis Polis Center's<br>
 Lilly-sponsored study of religion and urban culture, the book looks at three issues:<br>
 the role of religious social services within Indianapolis's larger social welfare<br>
 support system, both public and private; the evolution of the relationship between<br>
 public and private welfare sectors; and how ideas about citizenship mediated the<br>
 delivery of social services. Noting that religious nonprofits do not figure<br>
 prominently in most studies of welfare, Mapes explores the historical roots of the<br>
 relationship between religiously affiliated social welfare and public agencies. Her<br>
 approach recognizes that local variation has been a defining feature of American<br>
 social welfare. A Public Charity aims to illuminate local trends and to relate the<br>
 situation in Indianapolis to national trends and events.</p>
<p>Polis<br>
 Center Series on Religion and Urban Culture -- David J. Bodenhamer and Arthur E.<br>
 Farnsley II, editors</p>"
"Pius Xii, The Holocaust, And The Cold War",['Michael Phayer'],"<p>Using newly available material from the U.S. National Archives, Michael Phayer sheds new light on the actions of the Vatican and of the man whom some have mistakenly called ""Hitler's Pope."" As a new world war loomed, the Vatican believed it had to make a choice between communism and Nazism. Reluctantly, both Pius XII and his predecessor chose the Nazis as the lesser of two evils. In the balance rested the genocide of European Jews. As difficult as his wartime behavior is to accept, perhaps nothing demonstrates Pius's fear of communism more than his misguided and unethical attempt to thwart its growth in South America by abetting the escape of Nazis and Ustaši war criminals. The story of these Vatican ""ratlines"" adds another facet to the complex picture of Pius XII and the Holocaust.</p>"
Soviet Aims In Central America: The Case Of Nicaragua,['Gregory W. Sand'],"<p>Using Nicaragua as a case study, this book demonstrates how Soviet foreign policy has been the instrument for projecting Moscow's power and influence in a region that has been in the U.S. sphere of influences since 1898. Soviet Aims in Central America lays down the facts about the Soviets' drive since the 1950s to undermine U.S. influence in Central America by fueling guerrilla wars. G. W. Sand examines key Sandinista, Castroite, and Guatemalan Communist documents and reveals how Soviet military power is being used by the Sandinistas and their Cuban allies to consolidate power, threaten Nicaragua's neighbors, and ultimately revolutionize all of Central America. This, Sand claims, threatens the future of the United States itself.</p>
<p>The foreword by former ambassador to Costa Rica, Lewis A. Tambs, chillingly describes the unprecedented threat to U.S. security by Soviet satellization of Central American countries. Sand begins the book with a detailed review of Soviet aims and strategies in the Americas. The book offers a history of the Sandinista movement as well as Soviet foreign policy toward Nicaragua. Further chapters explore the Sandinistas' record with regard to human rights and the current civil war in Nicaragua. Sand's detailed reading of Central American Communist documents reveals Soviet aims for the region. Finally, the book offers a possible strategy for averting Moscow's incursion into the United States' sphere of influence. Students of political science and scholars of Central America, or anyone interested in this volatile region, will find Soviet Aims in Central America provocative reading.</p>"
