title,authors,overview
How Your Car Works: Your Guide To The Components,['Arvid Linde'],"A comprehensive guided tour under the skin of the car. Diesel, petrol (gasoline), electric, hybrid and alternative propulsions are all dissected and explained in a reader-friendly manner, and as you move from the engine to the tailpipe, you'll discover what an exciting world there is within the car. Organised in intuitive chapters and backed with colourful illustrations and cutaways, this book describes the systems and parts that make your car move. Without emphasising the 'boring' science bits, it discusses the practical application of various automotive terms, and explains why having more of one thing and less of another is beneficial in the real world. Whether you're just curious, or wish to become a better car owner, this book will start you on an exciting journey."
American Horticultural Society New Encyclopedia Of Gardening Techniques,['American Horticultural Society'],"A flagship practical book of step-by-step gardening techniques from the AHS that shows up-to-date skills to a new generation of gardeners. 
<p>The AHS New Encyclopedia of Gardening Techniques is the new definitive guide to explaining all the essential techniques you are ever likely to need. It reflects modern best-practice gardening at the American Horticultural Society, a leading gardening authority.<br>
 All techniques are shown clearly and simply with step-by-step instructions for every gardener to follow. Contains more than 2000 clear and concise color illustrations supported by over 1000 beautiful color photos. Includes steps for planning, pruning, propagating, feeding and watering. Covers all plants including trees, flowers, shrubs, climbers, lawns, vegetables, fruit and herbs. Shows how to create water features and patios, and add lighting. Includes organic techniques, recycling and how to treat pests and diseases. There are also chapters on container gardening, gardening under glass, garden tools and equipment, and everyday garden maintenance as well as on landscaping and construction work. The wealth of practical information makes this book an essential purchase for both professional and amateur gardeners</p>"
Bulb,['Anna Pavord'],"A personal selection and authoritative guide to the most beautiful bulbs on the earth. <br>
<br>
<br>
 The publication of Anna Pavord's guide to her favorite bulbs, corms, and tubers is an event to be celebrated. Here, the world famous author of <i>The Tulip</i>, selects 540 favorite bulbs, more bulbs than and gardener could grow in a lifetime.
<p>Easy-to-grow, generally inexpensive and highly accessible, bulbs are readily available from many outlets. From acis, anemones and arums to zantedeschia, zephyranthes, and zigadenus, this alphabetical collection provides inspiration, insight, anecdote, and helpful advice. Special photography reveals the glory of each bulb, explaining flowering size, height, planting depth and requires soil and climatic conditions.</p>
<p>This gorgeous book, a complete deluxe package, will appeal to gardeners as the world's most authoritative and affordable reference work on bulbs.</p>"
The Ottoman Empire: The Classical Age 1300-1600,"['İnalcık, Halil , 1916-2016']","A preeminent scholar of Turkish history vividly portrays 300 years of this distinctively Eastern culture as it grew from a military principality to the world's most powerful Islamic state. He paints a striking picture of the prominence of religion and warfare in everyday life, as well as the traditions of statecraft, administration, social values, financial, and land policies. ""...masterly...Halil Inalcik is one of the foremost living students of Ottoman history...Read this book...""--Times Literary Supplement."
Summer Heat (storm For All Seasons Series #1),['Jaci Burton'],"A Storm for All Seasons - Summer Heat By Jaci Burton<br>
Aidan Storm is part of a unique New Orleans family whose magical connection with the weather goes back many years. Aidan uses his powers only when it suits his purposes. Wielding the magic of summer heat can be advantageous when heating up the sheets with his girl-du-jour. Until he meets Melissa Cross. She fires him up hotter than a Louisiana heat wave and if he doesn't watch his heart he might suffer a meltdown.<br>
<br>
Melissa Cross is a staid Bostonian feeling like a fish out of water working alongside Aidan Storm and his peculiar family. When strange things start happening whenever she's with Aidan, she wonders what kind of magic he possesses. After all, it isn't every day it rains in the bedroom! It isn't long before Aidan heats up Melissa's summer and melts her frosty heart"
"Miller's Buyer's Guide: Kitchenware: What To Look For & What To Pay For Over 2,000 Items Of Kitchenware",['Mitchell Beazley'],"A superb addition to the series of all-color price guides dedicated to popular collections. Divided into two sections, ""What to Look For"" and ""What to Pay,""<i>Kitchenware</i>answers the important questions collectors ask. From sculptural jelly molds to chopping boards, thousands of kitchen items are illustrated along with descriptions, prices, and market and collecting information. In addition to finding out about the rich social history that can be gleaned from such objects, collectors will learn to gauge price differences due to factors such as location, condition, or provenance.<br>"
Leonardo Da Vinci (pageperfect Nook Book),['EugÃ¨ne MÃ¼ntz'],"Al estudiar con pasión la naturaleza, lo mismo que las ciencias que permiten reproducirla más<br>
exactamente -anatomía, perspectiva, fisonomía-, luego, en compensación, al consultar, con la<br>
independencia que le era propia, los modelos antiguos, era imposible que no combinase la precisión<br>
con la libertad, la verdad con la belleza. Ahí, en esa emancipación definitiva, en esa plena posesión del modelado, de la iluminación y de la expresión, en esa amplitud y esa libertad se encuentra la razón de ser y la gloria del maestro: otros han podido ensayar por vías diferentes; pero ninguno ha llegado tan lejos, ninguno ha subido tan alto."
The Barefoot Book Of Ballet Stories,"['Jane Yolen', 'Heidi E. Y. Stemple']","All of the jewels of the classical ballet tradition are collected in this volume, waiting to enchant you!
<p> The story of ""The Sleeping Beauty"" will whisk you away to the thorny castle where Princess Aurora awaits her prince, the comedy and confusion of ""Coppelia"" will delight you, and the magical adventures of Clara in ""The Nutcracker"" will entrance you. Love, laughter, betrayal, adventure and tragedy intertwine to create stories that will reach deep into your heart and dreams. And the drama of each story is vividly brought to life by prize-winning artist Rebecca Guay, whose personal love of ballet shines through in every sumptuous scene. This beautiful volume also features a brief history of classical ballet, as well as fascinating historical details of each dance's composition, choreography and early performances. Mesmerizing and richly informative to read, and irresistible to look at, The Barefoot Book of Ballet Stories deserves pride of place in the libraries of everyone who is captivated by the dance. Jane Yolen and Heidi E. Y. Stemple are mother and daughter. Jane has penned more than 250 books in her career. As a child, she also studied for seven years at Balanchine's School of American Ballet in New York. Heidi came to writing at the age of twenty-eight after pursuing a number of other careers, and she has not looked back since. Together, this mother and daughter team have already published eight books</p>


                        <p>Retellings of seven of the world's greatest ballet stories.
</p>"
Amy Winehouse: The Biography,['Chas Newkey-Burden'],"Amy Winehouse is the most talked-about singer-songwriter of her generation. Her soulfoul voice has won her critical acclaim, scores of awards and fans from all walks of life, while her turbulent and decadent lifestyle has made her an irresistable target for the popular press. But who is the real Amy Winehouse?This acclaimed biography traces her story from her childhood in North London, through to her eventful time at the Sylvia Young Theatre School. It follows her as she takes early steps to fame under the management of Pop Idol guru Simon Fuller and then signs her first deal with Island Records. Her bestselling second albumn Back to Black has earned her growing international acclaim, including an incredible 5 awards at the 2008 Grammys in Los Angeles. With original interviews and revealing anecdotes included along the way, Amy Winehouse - The Biography tells the gripping 'behind the scenes' story of this living legend. Chas Newkey-Burden is the first biographer to chart the rise of this extraordinary performer and wild, rebellious character. His compelling portrait is an exclusive look at the life of the country's greatest living singer. She told us she was trouble, but we know that she's so good."
Striking At The Roots: A Practical Guide To Animal Activism,['Mark Hawthorne'],"Animal protection is one of the most passionately debated issues of our day. In light of recent legislation and intensified pressure put on activists around the world, those advocates fighting for animal liberation or even animal welfare need a single resource covering the major, and some minor, models of animal activism.Striking at the Roots: A Practical Guide to Animal Activism brings together the most effective tactics for speaking out for animals and gives voice to activists from around the globe, who explain why their chosen models of activism have been successful - and how others can get involved."
101 Amazing Katy Perry Facts,['Jack Goldstein'],"Are you the world's biggest KatyCat? Do you know everything there is to know about the world's best-loved singer? Then this is the book for you! In this easy-to-digest eBook are 101 facts about your favourite superstar - do you know all of them?<br>
Test yourself and your friends with these handily-packaged facts easily organised into categories for maximum enjoyment. Subjects include Katy's music, fashion and of course her ill-fated relationship with Russell Brand. Show everyone that you are the master of Katy Perry mania!"
101 Amazing Rolling Stones Facts,['Jack Goldstein'],"Are you the world's biggest Rolling Stones fan? Do you know everything there is to know about the eternal rockers? Then this is the book for you! In this easy-to-digest eBook are 101 facts about your favourite band - do you know all of them?<br>
<br>
Test yourself and your friends with these handily-packaged facts easily organised into categories for maximum enjoyment. Sections include their music, individual members, and some crazy facts about the band!<br>
<br>
Whether your favourite song is Brown Sugar, Get Off of My Cloud or You Can't Always Get What You Want, this fantastic eBook is full of great fun facts for you."
Dali,['Eric Shanes'],"As a one of the foremost painters of the 20th century, Dalí, like Picasso and Warhol, can boast of having overturned the art of the previous century and directed contemporary art toward its present incarnation. As irrational as he was surrealist, this genius diver ted objects from their original meanings, plunging them into the acid of his constantly churning imagination. A megalomaniac and an artist who above all understood the force of marketing and publicity, Dalí disorients the viewer in order to draw him into the artist's world. On his canvases, images and colours crash together to express and mock certain ideas, creating a subversive eroticism that taps into the subconscious of the avid voyeurs that we are.<br>
The author, Eric Shanes, explores the twists and turns of Dalí's mad genius, commenting on the masterpieces of the painter so as to show the diversity and scope of his talent, leaving the reader blown away and bewitched by this Prince of Metamorphosis. This work opens up the sweet, mad universe of this megalomaniac genius and invites us to let ourselves be overcome . . . Dalí is, first and foremost, an absolute."
Vasily Kandinsky (pageperfect Nook Book),['Victoria Charles'],"Asu regreso a Alemania en 1921, Kandinsky desarrolló su teoría de la ""Ciencia del Arte"" en su libro Lo espiritual en el arte en Weimar. El período la Bauhaus es el momento de producción más intensa de Kandinsky, cuando su genio se haría más conocido en el mundo. Este libro nos permite discernir la riqueza de las obras de Kandinsky por medio de numerosos lienzos que han contribuido a su prestigio internacional como pintor."
"Surrender (bound Hearts, Book One)",['Lora Leigh'],"Book 1 in the Bound Hearts series<br>
<br>
Cole has wanted Tess for years. And he's warned her of this several times. He's also warned her HOW he wants her. Tied down in his bed, under his domination, surrendering to his desires . . ."
"Marly's Choice (men Of August, Book One)",['Lora Leigh'],"Book 1 in the series Men of August<br>
<br>
Marly's love for Cade has spanned her teenage years, and survived strong and intact into womanhood. Her fantasies and daydreams have sustained her, but she's no longer content with merely imagining the touch of his hands, the taste of his kiss. It's time to seduce the tough, sexy cowboy.<br>
<br>
She's heard the rumors for years, the tales of his sexual preferences. She's prepared herself to accept his desires. Prepared her body for his touch. But she wasn't prepared for the choice to come... <br>
<br>
Cade's dark desires, his sexual excesses are based in the past. In a time when pain, shame, and blood stains his very soul. He carries a secret shared only with his brothers. A secret that has scarred the bond, the ability to be a brother or to accept the love of the men he was raised with. He knows the only way to prove his loyalty, his love for those brothers and Marly will be the key. <br>
<br>
She has a choice. She can surrender to Cade's needs, his soul deep desires, or she can walk away. A choice only Marly can make. A choice that will change her life forever."
"Wolfe's Hope (wolf Breeds, Book One)",['Lora Leigh'],"Book 1 in the series Wolf Breeds<br>
<br>
Hope believed Wolfe was dead, but he was only waiting for the right time to claim her. The scientist who created him, Hope's mother, has forced his hand. She wants her creation back, and she wants any children he may breed on her daughter.<br>
<br>
He is a man whose DNA was altered, infused with the genetic code of the wolf. His unique genetic makeup has created a male unlike any other and will make itself known in the most surprising ways. Now Hope must convince her mate she hasn't betrayed him, and they must defeat the plans of a scientist gone mad."
In Her Dreams (lunewulf Series #3),"[""Lorie O'Clare""]","Book 3 in the Lunewulf series<br>
<br>
Samantha Williams has run from pack to pack, enduring being shunned since she was a cub. Just when she has found a pack that will accept her on her terms, and life is looking up, an alpha from her birth pack moves into town.<br>
<br>
Johann is a stranger to this pack, an Alpha without a pack, who just might be the werewolf of Samantha's dreams.<br>
But first they both have to survive the trouble that will disrupt and could possibly destroy their new pack."
"Heather's Gift (men Of August, Book Three)",['Lora Leigh'],"Book 3 in the Men Of August series<br>
<br>
Will she bring the gift of acceptance, or will she break the bonds that have been forged through the fires of hell?<br>
<br>
Heather's job was to guard Sam's body. As part of the team assigned to the protection of the August family, she had taken her job seriously. Until a madman learned she was Sam August's weakness. Until the past rose with deadly intent and surprising secrets. <br>
<br>
Will Sam be able to deny his passion for this woman, or will the dark nightmares and sensuous desires that rage through them both be the cause of his destruction, and the destruction of the woman he loves?"
Battles Of The Dark Ages: British Battlefields Ad 410 To 1065,"['Marren, Peter.']","Britain was a place of conflict in the Dark Ages, between the departure of the Romans and the Norman Conquest. Clashes of allegiance, competition for territory and resources, and intense rivalries among the warlords and kings gave rise to frequent outbreaks of fighting. This was the time of legendary military leaders, like Arthur, Alfred and Canute, and of literally hundreds of battles. 
<p>In this fascinating book, Peter Marren investigates this confused era of warfare, looks for the reality behind the myths, and uses the techniques of modern scholarship to show how battles were fought in that brutal age, where they were fought, and why.</p>"
Rodin (pageperfect Nook Book),['Rainer Maria Rilke'],"Ce livre vous fait découvrir le pouvoir créatif de l'un des plus grands sculpteurs de tous les temps grâce au talent du grand poète Rainer Maria Rilke, accompagné d'une riche iconographie. Rodin met en valeur les chefs d'oeuvre les plus reconnus de ce génie qui savait immortaliser mieux que personne son rapport révolutionnaire aux sujets sculpturaux et au corps humain en donnant presque vie à ses personnages."
Cults: secret sects and false prophets,"['Schroeder, Robert.']","Charting the rise of religious cults and sinister sects—a disturbing phenomenon of the twentieth century—this exploration discusses the essence of&nbsp;a cult's&nbsp;appeal and the experiences of those who were once cult members. Profiles of all major cults are also included, from ancient sects to recently-emerged ones, such as the FDLS and the Islamic fundamentalist groups Al us-Sunnah wal-Jamaa’ah and Tablighi Jamaat.&nbsp;The Warren Jeffs, the Exclusive Brethren’s alleged political lobbying tactics in the NZ elections, and the anniversaries of Waco, Jonestown, and Heaven’s Gate are all touched upon as well. The collection is rounded off with&nbsp;detailed information on organizations such as Opus Dei and Scientology that are renowned both for their secrecy and their celebrity membership.&nbsp; <br>
&nbsp;"
"Symbols, Art, And Language From The Land Of The Dragon: The Cultural History Of 100 Chinese Characters",['Ni Yibin'],"Chinese characters captivate as much with their artistic expressiveness as with their fascinating layers of meaning: they are written reflections of a unique and beguiling culture. Drawing upon the latest scholarship, this book gathers 100 of the most significant sinographs, placing them within their historical, artistic, and cultural contexts. Each word is traced through the ages, from picture drawings to multifaceted modern characters, and every entry explores the characters’ significance in Chinese culture, from words such as dragon, phoenix, mountain, and heaven to abstract concepts of love, truth, wisdom, and luck. Superb calligraphy accompanies the text–often shown full-page for impact—along with lavish reproductions of Chinese brush paintings, scrolls, ceramics, and textiles."
Where Are The Snows,['Maggie Gee'],"Christopher and Alexandra’s passion for each other raises eyebrows and invites envy. This beautiful, blinkered couple do the unthinkable and run away from home, abandoning their two teenage children. Their sudden departure is an act of glorious wilfulness. Life in the countries they visit is nothing more than a backdrop to their love affair. Fifteen years later Alexandra is in remote Bolivia with a lover young enough to be her son and Christopher is in Venice, desolate and alone but for the pigeons and prostitutes. Tormented by past mistakes, neither can accept that they may never meet again. ‘The most exhilarating novel I’ve read all year.’ Scotland on Sunday ‘A rich story of the heart told through a harlequin pattern of alternating voices, each of which is a work of real imaginative insight.’ Marie Claire ‘Maggie Gee’s immense talent catches passion on the wing  a romance of a truth and depth that’s never without humour.’ Mail on Sunday ‘A remarkable and ambitious book, a tribute to Maggie Gee’s imaginative power.’ Literary Review ‘More erotic than a thousand blockbusters’ Mail on Sunday ‘So rich it is almost aromatic ... an impressive and important novel’ Nigella Lawson, The Evening Standard ‘Compulsive reading’ The Sunday Times"
"God's Warriors: Crusaders, Saracens And The Battle For Jerusalem","['Nicholson, Helen J. , 1960-']","Combines material previously published as Campaign 19: Hattin 1187, Warrior 10: Saracen Faris 1050-1250, Warrior 91: Knight Templar 1120-1312, with new images, and a new introduction and conclusion.This book tells the story of the momentous campaign that led to the Muslim capture of Jerusalem in 1187, following the disastrous Crusader defeat at Hattin, where Saladin’s troops destroyed the Christian army. These events resulted in the collapse of the kingdom of Jerusalem and sparked off the Third Crusade under Richard I. The authors take a close look at the two most intriguing warrior types involved in the conflict: the Knight Templar and the Saracen Faris. Their motivation, training and combat experiences are examined, as the authors explore what it was really like to fight in the Crusades."
Comfortable Country,"['Enrica Stabile', 'Julia Watson']","Comfortable Country celebrates a decorating style that draws its inspiration from the country way of life. A beguiling mix of the old and the new, the pretty and the functional, it is a look that will work beautifully wherever you live."
Gustave Courbet (pageperfect Nook Book),['Georges Riat'],"Courbet, ein Kind des Materialismus und des Positivismus,<br>
war ohne Zweifel einer der komplexesten Maler des 19.<br>
Jahrhunderts. Er symbolisierte die Ablehnung der Traditionen<br>
und scheute sich nicht, die Öffentlichkeit dadurch mit der<br>
Wahrheit zu konfrontieren, dass er die Malerei von<br>
konventionellen Regeln befreite. Von diesem Zeitpunkt an war<br>
er der Anführer des Realismus in der Malerei.<br>
Dieser Text über Courbet ist das Resultat jahrelanger<br>
intensiver Forschungen und analysiert sorgfältig<br>
unterschiedliche Positionen, sowohl Lob als auch herbe<br>
Kritik, die dieser Maler zu seinen Lebzeiten erfuhr. Aufgrund<br>
seiner kunsthistorischen Präzision gelingt es Georges Riat, ein<br>
neues Licht auf das Werk dieses Künstlers, der mit der<br>
akademischen Malerei seiner Zeit brach, zu werfen."
The Texican Way,['Bernard Veale'],"Daniel Beauregard is a young Texan drafted into the Confederate Army. He is a crack shot with his Whitworth rifle and becomes a sniper. He meets Quantrill and joins his raiders. He is sent to Texas by Quantrill where he encounters General Robert E Lee. Lee has to return to Virginia in a hurry and he asks Daniel to escort him. Lee is being pursued by a US cavalry troop disguised as Confederates. Daniel decimates the disguised troop with his sniping skills. He realizes that Lee must have been betrayed by someone close to President Jefferson Davis and to track the traitor down he assumes the role of a US Army lieutenant and is quickly promoted to Captain. He discovers the codebook for US Army telegraphic communications and works out who the traitor is. He successfully supplies Lee with much crucial information. Due to the high rate of casualties, Daniel is a brigadier in the US Army when Lee finally surrenders.<br>
With the war over, Daniel returns to playing poker; a skill he learned from his father. He travels on a riverboat down to New Orleans. On board he meets Senorita Teresita Rozas who, although he is much taken with her, does not return the compliment. While traveling to Laredo to be married to a rich ranchero, Teresita is captured by Comanche Indians. Daniel, now a very successful poker player, hears of the tragedy and using his special skills, finds and recovers her.<br>"
American Grafitti (pageperfect Nook Book),['Margo Thompson'],"Das vorliegende Buch präsentiert eine neue Analyse der Verbindungen zwischen dem Kunstgenre Graffiti und dem Werk Jean-Michel Basquiats und spricht insofern sicherlich ein breites Publikum an. Es gibt gegenwärtig nur äuserst wenige Studien zu dieser Thematik, was diese originelle Analyse umso wichtiger macht. Der Autor analysiert den vergleichbaren Hintergrund der Graffiti-Künstler und Basquiats, hebt gleichzeitig jedoch auch die Unterschiede hervor, die Basquiat internationale Berühmtheit verschafften, während der Grosteil der Graffiti-Künstler anonym geblieben ist."
"August Heat ( Men Of August, Book Four)",['Lora Leigh'],"Day 2 in the 12 Quickies of Christmas series<br>
Book 4 of the Men of August series<br>
<br>
Join the August Family for Christmas. <br>
<br>
It's been a little more than a year since Cade, Brock and Sam wrestled their lives back from the woman determined to destroy them. Join them in this first August family Christmas celebration, August Heat, and see if their wives have been naughty or nice, or if the brothers must show them once again how proper August wives should act."
Fiesta Femenina: Celebrating Women In Mexican Folktale,['Mary-joan Gerson'],"Deep in the lush Mexican forests, amidst the tall mountains and the rushing rivers, dwells a great goddess. Her broad torso bends to form the sky and her legs rise to become the valleys and deserts. She is the earth, the land of Mexico, and if you listen closely, you will hear her calling ""tengo hambre, tengo hambre,"" for she is always hungry.
<p>Gifted storyteller Mary-Joan Gerson draws from Mexico's rich cultural traditions, including tales from the Mayan, Mixtec and Yaqui peoples to create an authentic collection that reflects the many faces of Mexico's heroines. And Maya Christina Gonzalez's vibrant paintings brilliantly capture the spark behind the stories, and the noble dignity of these eight extraordinary women.</p>
<p> A collection that will be enjoyed time and time again, this is truly a fiesta -- for the eyes, the spirit and the heart.</p>


                        <p>A collection of folktales from various cultures in Mexico, all focusing on the important roles of women, such as Rosha, a young girl who rescues the sun; the goddess Tangu Yuh; Kesne, a Zapotec princess; and the Virgin Mary.
</p>"
Amerikanischer Realismus (pageperfect Nook Book),['Gerry Souter'],"Der Amerikanische Realismus ist weder eine Kunstbewegung noch eine Schule, vielmehr ist er ein durch eine ausergewöhnliche Vielfalt gekennzeichnetes Phänomen, das nur schwer zu definieren ist. Er wird oft als der erste eigene Kunststil der USA betrachtet und zerfällt in eine Reihe von Kategorien, etwa den aregionalen Realismus"", den Genre-Realismus oder auch den Porträt-Realismus, je nach Ort, Sujet und Modell. So könnte sich ein Maler, der die indianischen Ureinwohner im Westen der USA oder die Seeleute an der Ostküste porträtiert, durchaus als Vertreter des Regionalen<br>
Porträt-Realismus bezeichnen.<br>
Eine einheitliche Auffassung des Amerikanischen Realismus ist daher kaum möglich. Doch unbesehen aller Unterschiede gibt es eine frappierende Gemeinsamkeit der ihm zugeordneten Künstler: ihr Anliegen, der typisch amerikanischen Lebensart (dem American Way of Life) sowie ihrem Verständnis von Freiheit Ausdruck zu verleihen. Natürlich hängt das Ergebnis der Bemühungen jedes Einzelnen von seinem subjektiven Empfinden, seiner individuellen Wahrnehmung, seinem Intellekt, seinem familiären Hintergrund, seiner Erziehung und Ausbildung ab und nicht zuletzt auch von regionalen und ethnischen Einflüssen. Das Spektrum dieser heterogenen Kunst reicht von Winslow Homers poetisch angehauchten Aquarellen aus den 1860er Jahren über die fast unheimlich und stark symbolträchtig wirkenden Bilder eines Andrew Wyeth bis hin zu den in melancholisches Licht getauchten Szenen eines Edward Hopper der 50er und 60er Jahre des 20. Jahrhunderts.<br>
Dieser Band präsentiert ein über hundert Jahre umfassendes Kaleidoskop des Amerikanischen Realismus. Den Anfang machen US-amerikanische Maler, die noch stark der Tradition der europäischen Kunst verpflichtet sind und sich allmählich von dieser lossagen; am Ende haben wir die Vertreter der modernen Generation, deren auf amerikanischem Boden gewachsene schöpferische und teilweise rebellische Ideen auch in Europa groses Aufsehen erregen und die ihre Eigenständigkeit als eine Art neue Pioniere beweisen.<br>"
Fra Angelico (pageperfect Nook Book),['Stephan Beissel'],"Der Maler Fra Angelico hat als einer der ersten die von dem<br>
italienischen Künstler, Gelehrten und Humanisten Leon<br>
Battista Alberti propagierte Technik der Perspektive<br>
angewandt. Seine Methode der Darstellung der Bewegung<br>
und sein Einsatz von Farbe und Gesichtsausdruck, um<br>
Anmut und Gefühl zu betonen, ordnen ihn in die Reihe der<br>
wichtigsten Maler der Frührenaissance ein. Mit Hilfe einer<br>
Reihe grosartiger Illustrationen und einer künstlerischen<br>
und biographischen Untersuchung enthüllt Stephan Beissel<br>
das Talent dieses ausergewöhnlichen Künstlers, der als<br>
Einziger wusste, wie man ,,die christliche Seele"" malt und<br>
den der französische Schriftsteller und Politiker André<br>
Malraux als denjenigen Maler ansah, der die Grenze<br>
zwischen der sakralen Kunst des Mittelalters und der neuen<br>
Kunst der Renaissance markiert."
Michelangelo (pageperfect Nook Book),['EugÃ¨ne MÃ¼ntz'],"Der Name Michelangelo ist verbunden mit monumentalen Werken wie der Sixtinischen Kapelle, dem David, der Pietà und unzähligen anderen. Der französische Schriftsteller Stendhal bemerkte in seiner Geschichte der italienischen Malerei, dass azwischen der griechischen Antike und Michelangelo nichts existiert als mehr oder weniger begabte Nachahmungen"". Das Opus Michelangelos hat unfraglich die Prüfung der Zeit überstanden, aber wie war es möglich, dass er in wenigen Jahren künstlerische Geheimnisse aufdeckte, die seinen antiken Vorfahren in nichts nachstanden?<br>
Als kreatives Genie und Übermensch war Michelangelo ein unvergleichlicher Künstler der italienischen Renaissance und er wird aufgrund seiner Errungenschaften sowie seines Einflusses vollkommen zu Recht an die Seite Leonardo da Vincis gestellt. Dieses Buch versammelt Michelangelos beeindruckendsten Werke in einem praktischen Format und ist so das ideale Geschenk für alle Kunstliebhaber."
Advanced Kick Boxing (martial Arts),"[""Pat O'keefe""]","Designed to be user-friendly and clear, this is a comprehensive manual on kick boxing. It seeks to explain everything a kick boxer needs to know to develop advanced skills in the sport."
Frida Kahlo (pageperfect Nook Book),['Gerry Souter'],"Detrás de los retratos de Frida Kahlo se ocultan tanto la historia de su vida como la de su obra. Es precisamente esta combinación la que atrae al espectador. La obra de Frida es un testimonio de su vida. Pocas veces se puede aprender tanto acerca de un artista con sólo contemplar lo que él inscribe dentro del marco de sus cuadros. Frida Kahlo es sin lugar a dudas la ofrenda de México a la historia del arte. Tenía apenas dieciocho años cuando un terrible accidente cambió su vida para siempre, dejándola discapacitada y agobiada de un dolor físico permanente. Pero su carácter explosivo, su férrea determinación y su inquebrantable ahínco la ayudaron a formar su talento artístico.<br>
<br>
A su lado estuvo siempre el gran pintor y muralista mexicano Diego Rivera, cuyo obsesivo donjuanismo no le impidió a Frida conquistarlo con sus encantos, su talento y su inteligencia. Ella aprendió rápidamente a aprovechar el éxito de su compañero para explorar el mundo, creando así su propio legado y rodeándose con gran esmero de un muy estrecho grupo de amigos. Su vida personal fue turbulenta: muchas veces dejó de lado su relación con Diego mientras cultivaba sus relaciones amorosas con personas de ambos sexos. Pese a esto, Frida y Diego lograron salvar su deteriorado idilio. La historia y las pinturas que Frida nos dejó revelan el valiente relato de una mujer en constante búsqueda de sí misma."
Lempicka (pageperfect Nook Book),['Patrick Bade'],"Die Portraits, Akte und Stillleben von Tamara Lempicka (1898-<br>
1980) atmen den Geist des Art Deco und des Jazz Age. Sie spiegeln<br>
den eleganten und hedonistischen Lebensstil einer glamourösen<br>
Elite in Paris in der Zeit zwischen den beiden Weltkriegen wider.<br>
Ihre Kunst kombiniert eine hervorragende klassische Technik mit<br>
Elementen aus dem Kubismus. Lempickas Schaffen ist der<br>
Höhepunkt eleganter Modernität und greift gleichzeitig auf<br>
Meisterportraitisten wie Ingres oder Bronzino zurück.<br>
Das vorliegende Buch befasst sich mit der rationalen Schönheit<br>
ihrer besten Werke in den 1920er und 1930er Jahren und der<br>
ausergewöhnlichen Lebensgeschichte einer talentierten und<br>
schillernden Frau.<br>
Sie beginnt ihr Leben zur Jahrhundertwende in Polen und dem<br>
zaristischen Russland, dann verbringt sie glorreiche Jahre in Paris<br>
und eine lange Zeit des Misserfolgs in Amerika, bis sie schlieslich<br>
in den 70er Jahren wieder entdeckt wird und ihre Bilder den Status<br>
einer Ikone und weltweite Popularität erhalten."
The Little Book Of Dum-ping: Achieving Harmony Through Toilet Yoga (summersdale Humour),['Michael Powell'],Dum Ping is a remarkable ancient technique of toilet yoga that harnesses a powerful energy force at the bottom of all our lives. Awaken yourself to the unique beauty and possibilities of enlightenment every time nature calls!
Virgin Portraits (pageperfect Nook Book),['Klaus Carl'],"During the Renaissance, Italian painters would traditionally depict the wives of their patrons as Madonnas, often rendering them more beautiful than they actually were. Over centuries in religious paintings, the Madonna has been presented as the clement and protective mother of God. However, with the passing of time, Mary gradually lost some of her spiritual characteristics and became more mortal and accessible to human sentiments. Virgin Portraits illuminates this evolution and contains impressive works by Michelangelo, Caravaggio, Rubens, Fouquet, Dalí, and Kahlo."
Egon Schiele (pageperfect Nook Book),['Jeanette Zwingenberger'],"Egon Schiele (1890-1918) ist einer der grosen Maler des Expressionismus. Von Gustav Klimt unterrichtet brach er, wie seine Vorgänger der Wiener Secession, schon früh mit den Traditionen österreichischer Kunst. In seinen zahlreichen Selbstporträts und Aktmalereien bewahrte Schiele stets seine erotische und sinnliche, aber auch qualvolle Kunstvorstellung. Die Texte und Bilder in dieser Great Masters-Ausgabe zeigen das ausergewöhnliche Talent eines Künstlers, der unglücklicherweise bereits im Alter von 28 Jahren an Krankheit verstarb."
Antoni Gaudí (pageperfect Nook Book),['Jeremy Roe'],"El libro lleva a cabo un análisis crítico de la arquitectura de Antoni Gaudí, de acuerdo con las últimas investigaciones académicas, e incluye ilustraciones documentales y un ensayo fotográfico de su trabajo. Los dos primeros capítulos ofrecen una introducción a la vida de Gaudí y al contexto sociocultural de la Barcelona en la que desarrolló su extraordinario y original estilo. Los siguientes cuatro capítulos ofrecen un estudio pormenorizado de su trabajo. Los dos primeros hacen un seguimiento del desarrollo de Gaudí como arquitecto en función de sus aportes a dos áreas de la arquitectura. En primer lugar, sus obras seculares y domésticas, como la excepcional Casa Milà, y, en segundo lugar, sus diseños y edificaciones completas para la Iglesia, entre las que se incluyen el palacio episcopal de Astorga. Los dos últimos capítulos ofrecen una visión de la obra de Gaudí a lo largo de gran parte de su vida, pero se centran en los edificios construidos bajo el impulso de su mecenas, Eusebi Güell, por un lado, y en la monumental iglesia de la Sagrada Familia, célebre en todo el mundo. Asimismo, se ofrece un análisis crítico de todos sus edificios para poder identificar el desarrollo de su característico estilo arquitectónico."
