,id,origin,title,author,description,full_entry
2930,2930,Canadian,Lying with Wolves and Seducing the Hunter,Cynthia Cooke,"Two passionate stories of magic and demons&nbsp;LYING WITH WOLVES&nbsp;After a betrayal, Celia Lawson, the last of a magical bloodline, is building a new life for ...","Lying with Wolves and Seducing the Hunter by Cynthia Cooke: Two passionate stories of magic and demons&nbsp;LYING WITH WOLVES&nbsp;After a betrayal, Celia Lawson, the last of a magical bloodline, is building a new life for ..."
2931,2931,Canadian,Macdonald,Roy MacSkimming,"In the grand literary tradition of Gore Vidal’s novels about American political history, Roy MacSkimming has conjured an extraordinary novelistic recreation ...","Macdonald by Roy MacSkimming: In the grand literary tradition of Gore Vidal’s novels about American political history, Roy MacSkimming has conjured an extraordinary novelistic recreation ..."
2932,2932,Canadian,Machiavelli's Desert,Lawrence Uhlin,"Canada's natural resources - water, oil, mining and forestry are in jeopardy of almost certain takeover by foreign interests, and the very sovereignty of the ...","Machiavelli's Desert by Lawrence Uhlin: Canada's natural resources - water, oil, mining and forestry are in jeopardy of almost certain takeover by foreign interests, and the very sovereignty of the ..."
2933,2933,Canadian,Machine Without Horses,Helen Humphreys,“One of the best—and most wonderfully experimental—historical fiction titles of the year. . . . Truly spectacular.” —Toronto StarWhat is an ordinary ...,Machine Without Horses by Helen Humphreys: “One of the best—and most wonderfully experimental—historical fiction titles of the year. . . . Truly spectacular.” —Toronto StarWhat is an ordinary ...
2934,2934,Canadian,Macho Sluts,Patrick Califia,"When it was first published in 1988, Pat Califia's Macho Sluts, a collection of S/M stories set in San Francisco's dyke bathhouses, sex parties, and S/M gay ...","Macho Sluts by Patrick Califia: When it was first published in 1988, Pat Califia's Macho Sluts, a collection of S/M stories set in San Francisco's dyke bathhouses, sex parties, and S/M gay ..."
2935,2935,Canadian,Maclean (2nd edition),Allan Donaldson,"Twenty-five years after the Great War, John Maclean is still struggling to carve out a meaningful existence in his small New Brunswick hometown. One late ...","Maclean (2nd edition) by Allan Donaldson: Twenty-five years after the Great War, John Maclean is still struggling to carve out a meaningful existence in his small New Brunswick hometown. One late ..."
2936,2936,Canadian,Madame Victoria,Catherine Leroux,"In 2001, a woman’s skeleton was found in the woods overlooking Montreal’s Royal Victoria Hospital. Despite an audit of the hospital’s patient records, a ...","Madame Victoria by Catherine Leroux: In 2001, a woman’s skeleton was found in the woods overlooking Montreal’s Royal Victoria Hospital. Despite an audit of the hospital’s patient records, a ..."
2937,2937,Canadian,Mad Cow,Alexis Kienlen,"Told from two points of view--a mother and her daughter--Mad Cow examines farming life in small-town Alberta, a life fourteen-year-old Allyson wants only to ...","Mad Cow by Alexis Kienlen: Told from two points of view--a mother and her daughter--Mad Cow examines farming life in small-town Alberta, a life fourteen-year-old Allyson wants only to ..."
2938,2938,Canadian,MaddAddam,Margaret Atwood,"LONGLISTED 2015&nbsp; – International IMPAC Dublin Literary Award Months after the Waterless Flood pandemic has wiped out most of humanity, Toby and Ren have ...","MaddAddam by Margaret Atwood: LONGLISTED 2015&nbsp; – International IMPAC Dublin Literary Award Months after the Waterless Flood pandemic has wiped out most of humanity, Toby and Ren have ..."
2939,2939,Canadian,Madder Carmine,Tyler Enfield,"crossover appeal for both teens and adults. WINNER, High Plains Book Award, Fall 2016 SELECTION, Moonbeam Award, Fall 2016&quot;Madder Carmine is a masterpiece? ...","Madder Carmine by Tyler Enfield: crossover appeal for both teens and adults. WINNER, High Plains Book Award, Fall 2016 SELECTION, Moonbeam Award, Fall 2016&quot;Madder Carmine is a masterpiece? ..."
2940,2940,Canadian,Made to be Broken,Kelley Armstrong,"Nadia Stafford isn’t your typical nature lodge owner. An ex-cop with a legal code all her own, she’s known only as “Dee” to her current employers: a ...","Made to be Broken by Kelley Armstrong: Nadia Stafford isn’t your typical nature lodge owner. An ex-cop with a legal code all her own, she’s known only as “Dee” to her current employers: a ..."
2941,2941,Canadian,Made To Be Broken,Kelley Armstrong,"Nadia Stafford isn’t your typical nature lodge owner. An ex-cop with a legal code all her own, she’s known only as “Dee” to her current employers: a ...","Made To Be Broken by Kelley Armstrong: Nadia Stafford isn’t your typical nature lodge owner. An ex-cop with a legal code all her own, she’s known only as “Dee” to her current employers: a ..."
2942,2942,Canadian,Mad Hope,Heather Birrell,"In the stories of Mad Hope, Journey Prize winner Heather Birrell finds the heart of her characters and lets them lead us into worlds both recognizable and ...","Mad Hope by Heather Birrell: In the stories of Mad Hope, Journey Prize winner Heather Birrell finds the heart of her characters and lets them lead us into worlds both recognizable and ..."
2943,2943,Canadian,"Madhouses in Heaven, Castles in Hell",J.J. Steinfeld,"J. J. Steinfeld’s sixteenth book Madhouses in Heaven, Castles in Hell is an eclectic mix of 30 stories embracing and exploring the themes and the ...","Madhouses in Heaven, Castles in Hell by J.J. Steinfeld: J. J. Steinfeld’s sixteenth book Madhouses in Heaven, Castles in Hell is an eclectic mix of 30 stories embracing and exploring the themes and the ..."
2944,2944,Canadian,Mad Richard,Lesley Krueger,"A riveting story of talent and the price it exacts, set in a richly imagined Victorian EnglandCalled the most promising artist of his generation, handsome, ...","Mad Richard by Lesley Krueger: A riveting story of talent and the price it exacts, set in a richly imagined Victorian EnglandCalled the most promising artist of his generation, handsome, ..."
2945,2945,Canadian,Mad River Road,Joy Fielding,"After spending a year in prison, Ralph has explicit plans for his first night of freedom: tonight, someone will be held accountable. He goes to murderous ...","Mad River Road by Joy Fielding: After spending a year in prison, Ralph has explicit plans for his first night of freedom: tonight, someone will be held accountable. He goes to murderous ..."
2946,2946,Canadian,Mad Shadows,Marie-Claire Blais,"A harrowing pathology of the soul, Mad Shadows centres on a family group: Patrice, the beautiful and narcissistic son; his ugly and malicious sister, ...","Mad Shadows by Marie-Claire Blais: A harrowing pathology of the soul, Mad Shadows centres on a family group: Patrice, the beautiful and narcissistic son; his ugly and malicious sister, ..."
2947,2947,Canadian,Madwoman of Bethlehem,Rosine Nimeh-Mailloux,"It is 1957, Amal is an inmate of the “Bethlehem Oasis for Troubled Women,” having feigned insanity to avoid being put to death for the murder of her ...","Madwoman of Bethlehem by Rosine Nimeh-Mailloux: It is 1957, Amal is an inmate of the “Bethlehem Oasis for Troubled Women,” having feigned insanity to avoid being put to death for the murder of her ..."
2948,2948,Canadian,Magnified World,Grace O'Connell,"NATIONAL BESTSELLERA beautiful New Face of Fiction debut from a stunningly gifted young novelist about what it means to be a daughter, a patient, a lover and ...","Magnified World by Grace O'Connell: NATIONAL BESTSELLERA beautiful New Face of Fiction debut from a stunningly gifted young novelist about what it means to be a daughter, a patient, a lover and ..."
2949,2949,Canadian,"Magpie's Smile, A",Eugene Meese,"When the scalped remains of a Jane Doe are discovered within the rubble of a demolished house, Detective Jake Fry is assigned the task of hunting down ...","Magpie's Smile, A by Eugene Meese: When the scalped remains of a Jane Doe are discovered within the rubble of a demolished house, Detective Jake Fry is assigned the task of hunting down ..."
2950,2950,Canadian,Mahihkan Lake,R.P. MacIntyre,"Immediately before his tragic death, stuttering mechanic Dave visits his younger brother Denny with a note for their sister Dianne. “D-don’t r-read it. ...","Mahihkan Lake by R.P. MacIntyre: Immediately before his tragic death, stuttering mechanic Dave visits his younger brother Denny with a note for their sister Dianne. “D-don’t r-read it. ..."
2951,2951,Canadian,Mahler's Lament,Deborah Kirshner,"This novella is the story of Mahler's love affair with Marion Von Weber and an account of the first performance of 'The Titan', the original name of the ...","Mahler's Lament by Deborah Kirshner: This novella is the story of Mahler's love affair with Marion Von Weber and an account of the first performance of 'The Titan', the original name of the ..."
2952,2952,Canadian,Mahoney’s Camaro,Michael Clark,"&nbsp;Racing to find a killer before he strikes again, an unlikely investigator is haunted by an even more unlikely source in this gripping crime novel“Clark ...","Mahoney’s Camaro by Michael Clark: &nbsp;Racing to find a killer before he strikes again, an unlikely investigator is haunted by an even more unlikely source in this gripping crime novel“Clark ..."
2953,2953,Canadian,Mai at the Predators' Ball,Marie-Claire Blais,Winner of the Governor General's Literary Award: Translation. Shortlisted for the Cole Foundation Prize for Translation.Literary legend and four-time winner of ...,Mai at the Predators' Ball by Marie-Claire Blais: Winner of the Governor General's Literary Award: Translation. Shortlisted for the Cole Foundation Prize for Translation.Literary legend and four-time winner of ...
2954,2954,Canadian,Maidenhead,Tamara Faith Berger,"Winner of the The Believer Book Award (2012)Shortlisted for the Trillium Book Award (2013)Myra, naive and curious, is on a family vacation to the southernmost ...","Maidenhead by Tamara Faith Berger: Winner of the The Believer Book Award (2012)Shortlisted for the Trillium Book Award (2013)Myra, naive and curious, is on a family vacation to the southernmost ..."
2955,2955,Canadian,"Maiden, Mother, Crone",Gwen Benaway,"Maiden, Mother, and Crone: Fantastical Trans Femmes is a new anthology of fantastical short fiction by trans women, curated by celebrated poet and author Gwen ...","Maiden, Mother, Crone by Gwen Benaway: Maiden, Mother, and Crone: Fantastical Trans Femmes is a new anthology of fantastical short fiction by trans women, curated by celebrated poet and author Gwen ..."
2956,2956,Canadian,Mail-Order Marriage & Husband by Inheritance,Margaret Way,"Mail-Order Marriage by Margaret WayAfter backbreaking years spent building up his Outback cattle station, Matthew Carlyle was ready for family life. With ...","Mail-Order Marriage & Husband by Inheritance by Margaret Way: Mail-Order Marriage by Margaret WayAfter backbreaking years spent building up his Outback cattle station, Matthew Carlyle was ready for family life. With ..."
2957,2957,Canadian,Mail-Order Marriages,Jillian Hart,"Three brides for three rugged men.Rocky Mountain Wedding by Jillian HartMelody Pennington fled to Montana for a new start as a mail-order bride. Gabe Brooks, ...","Mail-Order Marriages by Jillian Hart: Three brides for three rugged men.Rocky Mountain Wedding by Jillian HartMelody Pennington fled to Montana for a new start as a mail-order bride. Gabe Brooks, ..."
2958,2958,Canadian,Maintenance,Rob Benvie,"It is the summer of 1999, and the Sweltham family leads an ordinary suburban existence. Former high school volleyball champ Parker crisscrosses the continent ...","Maintenance by Rob Benvie: It is the summer of 1999, and the Sweltham family leads an ordinary suburban existence. Former high school volleyball champ Parker crisscrosses the continent ..."
2959,2959,Canadian,Majestic,Peter Parkin,"Several decades have passed since the Korean War. For one veteran, Willy Carson, the horrors live on. Compelled by a need to exorcise his demons, he has ...","Majestic by Peter Parkin: Several decades have passed since the Korean War. For one veteran, Willy Carson, the horrors live on. Compelled by a need to exorcise his demons, he has ..."
2960,2960,Canadian,Majestrum,Matthew Hughes,"When Hapthorn is hired by Lord Afre to investigate the motives of his daughter's new companion, a young man of indeterminate circumstances, he takes the job ...","Majestrum by Matthew Hughes: When Hapthorn is hired by Lord Afre to investigate the motives of his daughter's new companion, a young man of indeterminate circumstances, he takes the job ..."
2961,2961,Canadian,Makarska,Jim  Bartley,Mirza has masqueraded as &quot;Mickey&quot; throughout his time in Canada but his own identity awaits him when he returns to spend a summer in Sarajevo with his father. ...,Makarska by Jim  Bartley: Mirza has masqueraded as &quot;Mickey&quot; throughout his time in Canada but his own identity awaits him when he returns to spend a summer in Sarajevo with his father. ...
2962,2962,Canadian,Makers,Cory Doctorow,"Perry and Lester invent things: seashell robots that make toast, Boogie Woogie Elmo dolls that drive cars. They also invent entirely new economic systems. When ...","Makers by Cory Doctorow: Perry and Lester invent things: seashell robots that make toast, Boogie Woogie Elmo dolls that drive cars. They also invent entirely new economic systems. When ..."
2963,2963,Canadian,Making it Home,Alison DeLory,"Tinker Gordon doesn't want anything to change. He thinks that if he holds on tightly enough, his family, his tiny Cape Breton Island community, his very world ...","Making it Home by Alison DeLory: Tinker Gordon doesn't want anything to change. He thinks that if he holds on tightly enough, his family, his tiny Cape Breton Island community, his very world ..."
2964,2964,Canadian,Malabarista,Garry Ryan,"Garry Ryan follows up Smoked with his most revelatory Detective Lane adventure yet. Under investigation by the Calgary Police Department, Lane finds himself ...","Malabarista by Garry Ryan: Garry Ryan follows up Smoked with his most revelatory Detective Lane adventure yet. Under investigation by the Calgary Police Department, Lane finds himself ..."
2965,2965,Canadian,Malagash,Joey Comeau,"A precisely crafted, darkly humorous portrait of a family in mourningSunday’s father is dying of cancer. They’ve come home to Malagash, on the north shore ...","Malagash by Joey Comeau: A precisely crafted, darkly humorous portrait of a family in mourningSunday’s father is dying of cancer. They’ve come home to Malagash, on the north shore ..."
2966,2966,Canadian,Malarky,Anakana Schofield,"SHORTLISTED FOR THE AMAZON.CA FIRST NOVEL AWARD A NEW STATESMAN READ-ALL-ABOUT-IT SELECTION FOR 2012 A BARNES and NOBLE DISCOVER GREAT NEW WRITERS PICK, 2012 A ...","Malarky by Anakana Schofield: SHORTLISTED FOR THE AMAZON.CA FIRST NOVEL AWARD A NEW STATESMAN READ-ALL-ABOUT-IT SELECTION FOR 2012 A BARNES and NOBLE DISCOVER GREAT NEW WRITERS PICK, 2012 A ..."
2967,2967,Canadian,MaleCoDe,Gary Chittenden,A mid-sized company in Canada is about to launch a new product that will revolutionize birth control. A megalomaniac is convinced that his way to stop ...,MaleCoDe by Gary Chittenden: A mid-sized company in Canada is about to launch a new product that will revolutionize birth control. A megalomaniac is convinced that his way to stop ...
2968,2968,Canadian,Maleficium,Martine Desjardins,"Martine Desjardins delivers to readers of Maleficium the unexpurgated revelations of Vicar Jerome Savoie, a heretic priest in nineteenth-century Montreal. ...","Maleficium by Martine Desjardins: Martine Desjardins delivers to readers of Maleficium the unexpurgated revelations of Vicar Jerome Savoie, a heretic priest in nineteenth-century Montreal. ..."
2969,2969,Canadian,Mama's Boy,David Goudreault,"Winner of the 2016 Grand Prix littéraire ArchambaultWritten with gritty humour in the form of a confession, Mama's Boy recounts the family drama of a young ...","Mama's Boy by David Goudreault: Winner of the 2016 Grand Prix littéraire ArchambaultWritten with gritty humour in the form of a confession, Mama's Boy recounts the family drama of a young ..."
2970,2970,Canadian,Mama's Boy Behind Bars,David Goudreault,"Now I've killed another person. I'm a serial killer. Sure, two people is hardly serial, but it's a good start. I'm still young. Who knows where opportunities ...","Mama's Boy Behind Bars by David Goudreault: Now I've killed another person. I'm a serial killer. Sure, two people is hardly serial, but it's a good start. I'm still young. Who knows where opportunities ..."
2971,2971,Canadian,Mãn,Kim Thúy,"Following on the Giller Prize-nominated and Governor General's Literary Award-winning success of Ru, Kim Thúy's latest novel is a triumph of poetic beauty ...","Mãn by Kim Thúy: Following on the Giller Prize-nominated and Governor General's Literary Award-winning success of Ru, Kim Thúy's latest novel is a triumph of poetic beauty ..."
2972,2972,Canadian,Man and Other Natural Disasters,Nerys Parry,"Simon Peters, a bookbinder full of theories on everything from heart-broken shrimp to the consciousness of DNA, is hiding from his horrific past in the ...","Man and Other Natural Disasters by Nerys Parry: Simon Peters, a bookbinder full of theories on everything from heart-broken shrimp to the consciousness of DNA, is hiding from his horrific past in the ..."
2973,2973,Canadian,Man and the Woman,Helen McLean,"In 1946, a Canadian girl arrives in war-scarred London to study art at the Slade School. At the same time, Bonnard — the elderly French artist whose work ...","Man and the Woman by Helen McLean: In 1946, a Canadian girl arrives in war-scarred London to study art at the Slade School. At the same time, Bonnard — the elderly French artist whose work ..."
2974,2974,Canadian,Mandeville,William Godwin,"William Godwin’s Mandeville was described as his best novel by Percy Shelley, who sent a copy to Lord Byron, and it was immediately recognized by its other ...","Mandeville by William Godwin: William Godwin’s Mandeville was described as his best novel by Percy Shelley, who sent a copy to Lord Byron, and it was immediately recognized by its other ..."
2975,2975,Canadian,Man Facing West,Don Gayton,"Man Facing West presents a collection of fiction and nonfiction, sewn together with traces of autobiography. This collection is part of Don Gayton's ongoing ...","Man Facing West by Don Gayton: Man Facing West presents a collection of fiction and nonfiction, sewn together with traces of autobiography. This collection is part of Don Gayton's ongoing ..."
2976,2976,Canadian,Manhunter,Loreth Anne White,Sergeant Gabriel Caruso arrived in the remote Yukon wilderness with one goal: to erase all memories of the serial killer who had ruined his life. But he soon ...,Manhunter by Loreth Anne White: Sergeant Gabriel Caruso arrived in the remote Yukon wilderness with one goal: to erase all memories of the serial killer who had ruined his life. But he soon ...
2977,2977,Canadian,Man In The Shadows,Gordon Henderson,"In 1867, three British colonies became the four provinces of the new Dominion of Canada. Among the Fathers of Confederation was D'Arcy McGee, a fiery former ...","Man In The Shadows by Gordon Henderson: In 1867, three British colonies became the four provinces of the new Dominion of Canada. Among the Fathers of Confederation was D'Arcy McGee, a fiery former ..."
2978,2978,Canadian,Manitowapow,Niigaanwewidam James Sinclair,"This anthology of Aboriginal writings from Manitoba takes readers back through the millennia and forward to the present day, painting a dynamic picture of a ...","Manitowapow by Niigaanwewidam James Sinclair: This anthology of Aboriginal writings from Manitoba takes readers back through the millennia and forward to the present day, painting a dynamic picture of a ..."
2979,2979,Canadian,Mantis Dreams,Adam Pottle,"&quot;Mantis Dreams: The Journal of Dr. Dexter Ripley&quot; is a crackling, searing satire that ridicules both political correctness and the restrictive world of ...","Mantis Dreams by Adam Pottle: &quot;Mantis Dreams: The Journal of Dr. Dexter Ripley&quot; is a crackling, searing satire that ridicules both political correctness and the restrictive world of ..."
2980,2980,Canadian,"Man Who Filmed Nessie, The",Angus Dinsdale,The story of the dedicated family man who left his successful career as an aeronautical engineer to search for proof of the existence of the Loch Ness Monster. ...,"Man Who Filmed Nessie, The by Angus Dinsdale: The story of the dedicated family man who left his successful career as an aeronautical engineer to search for proof of the existence of the Loch Ness Monster. ..."
2981,2981,Canadian,"Man Who Killed, The",Fraser Nixon,"A rye-soaked neo-noir novel about a small-time crook on a crime spree through Prohibition era Montreal. Montreal, 1926. Mick is down on his luck until an old ...","Man Who Killed, The by Fraser Nixon: A rye-soaked neo-noir novel about a small-time crook on a crime spree through Prohibition era Montreal. Montreal, 1926. Mick is down on his luck until an old ..."
2982,2982,Canadian,"Man Who Remembered the Moon, The",David Hull,A mesmerizing novella about perception and longing...He says it's gone. They say it never existed. Daniel Hale is The Man Who Remembered the Moon. ...,"Man Who Remembered the Moon, The by David Hull: A mesmerizing novella about perception and longing...He says it's gone. They say it never existed. Daniel Hale is The Man Who Remembered the Moon. ..."
2983,2983,Canadian,"Man Who Was No One, The",Hugh Graham,The crowd is howling blood. Awaiting death on the scaffold he wonders what he could possibly have done wrong. Has he been misunderstood as a religious fanatic? ...,"Man Who Was No One, The by Hugh Graham: The crowd is howling blood. Awaiting death on the scaffold he wonders what he could possibly have done wrong. Has he been misunderstood as a religious fanatic? ..."
2984,2984,Canadian,Many-Mouthed Birds,Bennett Lee,"An exciting collection of stories and poems written in English by first-, second-, and third-generation Chinese Canadians from across the country who deal with ...","Many-Mouthed Birds by Bennett Lee: An exciting collection of stories and poems written in English by first-, second-, and third-generation Chinese Canadians from across the country who deal with ..."
2985,2985,Canadian,Many Rivers to Cross,Peter Robinson,NATIONAL BESTSELLERPeter Robinson a &quot;master of the police procedural&quot; (Mail on Sunday) returns with the twenty-sixth instalment of the #1 bestselling ...,Many Rivers to Cross by Peter Robinson: NATIONAL BESTSELLERPeter Robinson a &quot;master of the police procedural&quot; (Mail on Sunday) returns with the twenty-sixth instalment of the #1 bestselling ...
2986,2986,Canadian,Many Unpleasant Returns,Judith Alguire,"Everyone at the Pleasant Inn is looking forward to a very merry Christmas. Oh, irascible proprietor Trevor Rudley has his usual complaints about Mrs. Blount's ...","Many Unpleasant Returns by Judith Alguire: Everyone at the Pleasant Inn is looking forward to a very merry Christmas. Oh, irascible proprietor Trevor Rudley has his usual complaints about Mrs. Blount's ..."
2987,2987,Canadian,Maple Sugar Pie,Susan White,"Maple Sugar Pie is the story of Hazel Whitford and her family's past, Told through old black and white photographs, we see the events that caused deep ...","Maple Sugar Pie by Susan White: Maple Sugar Pie is the story of Hazel Whitford and her family's past, Told through old black and white photographs, we see the events that caused deep ..."
2988,2988,Canadian,Mara,Lisette van de Heg,"Zeeland, the Netherlands, 1931. Mara's stepfather sends her off on a boat bound for Vissingen. She is pregnant. The villagers in her home-town must not find ...","Mara by Lisette van de Heg: Zeeland, the Netherlands, 1931. Mara's stepfather sends her off on a boat bound for Vissingen. She is pregnant. The villagers in her home-town must not find ..."
2989,2989,Canadian,Margaret Lives in the Basement,Michelle Berry,"Michelle Berry has one of the most darkly playful and unique voices in Canadian literature and her second collection of short stories, Margaret Lives in the ...","Margaret Lives in the Basement by Michelle Berry: Michelle Berry has one of the most darkly playful and unique voices in Canadian literature and her second collection of short stories, Margaret Lives in the ..."
2990,2990,Canadian,Margarita Nights,Phyllis Smallman,"The bar is Jacaranda, Florida may be upscale, but bartender Sherri Travis is from the side of town where luxury is an extra wide trailer. Sherri is separated ...","Margarita Nights by Phyllis Smallman: The bar is Jacaranda, Florida may be upscale, but bartender Sherri Travis is from the side of town where luxury is an extra wide trailer. Sherri is separated ..."
2991,2991,Canadian,Maria Chapdelaine,Louis Hemon,"Maria Chapdelaine, the quintessential novel of the rugged life of early French-Canadian colonists, is based on the author’s experiences as a hired hand in ...","Maria Chapdelaine by Louis Hemon: Maria Chapdelaine, the quintessential novel of the rugged life of early French-Canadian colonists, is based on the author’s experiences as a hired hand in ..."
2992,2992,Canadian,Mariana,Susanna Kearsley,"The first time Julia Beckett saw Greywethers she was only five, but she knew that it was her house. And now that she's at last become its owner, she suspects ...","Mariana by Susanna Kearsley: The first time Julia Beckett saw Greywethers she was only five, but she knew that it was her house. And now that she's at last become its owner, she suspects ..."
2993,2993,Canadian,A Mariner's Guide to Self Sabotage,Bill Gaston,"&quot;In this new collection Gaston's range is so wide, his technique so masterful, his tenderness, humour and intelligence so finely measured that he stops my ...","A Mariner's Guide to Self Sabotage by Bill Gaston: &quot;In this new collection Gaston's range is so wide, his technique so masterful, his tenderness, humour and intelligence so finely measured that he stops my ..."
2994,2994,Canadian,Marion,Winnifred Eaton,"The daughter of an English merchant father and Chinese mother, Winnifred Eaton (1875-1954) was a wildly popular fiction writer in her time. Born in Montreal, ...","Marion by Winnifred Eaton: The daughter of an English merchant father and Chinese mother, Winnifred Eaton (1875-1954) was a wildly popular fiction writer in her time. Born in Montreal, ..."
2995,2995,Canadian,Maritime Mysteries (revised edition),Bill Jessome,"Maritime Mysteries chronicles the restless spirits, ghostly apparitions, eerie poltergeists, and haunted houses that surround us. With its jagged seacoast, ...","Maritime Mysteries (revised edition) by Bill Jessome: Maritime Mysteries chronicles the restless spirits, ghostly apparitions, eerie poltergeists, and haunted houses that surround us. With its jagged seacoast, ..."
2996,2996,Canadian,Marriage at Circle M,Donna Alward,"Secrets are hard to keep in a small town?But Grace Lundquist is determined to hide her pain.Hardworking and always cheerful, she's the town'ssweetheart. ...","Marriage at Circle M by Donna Alward: Secrets are hard to keep in a small town?But Grace Lundquist is determined to hide her pain.Hardworking and always cheerful, she's the town'ssweetheart. ..."
2997,2997,Canadian,"Marriage, Manhattan Style",Barbara Dunlop,"721 PARK AVENUE: Penthouse A TENANTS: Reed and Elizabeth WellingtonSCANDAL: Married for life?A sexy billionaire husband, a Park Avenue penthouse, money to ...","Marriage, Manhattan Style by Barbara Dunlop: 721 PARK AVENUE: Penthouse A TENANTS: Reed and Elizabeth WellingtonSCANDAL: Married for life?A sexy billionaire husband, a Park Avenue penthouse, money to ..."
2998,2998,Canadian,Married for His Convenience,Eleanor Webster,"A plain countess?&nbsp;Tainted by illegitimacy, plain Sarah Martin has no illusions of a grand marriage. So when the Earl of Langford makes her a proposal that will ...","Married for His Convenience by Eleanor Webster: A plain countess?&nbsp;Tainted by illegitimacy, plain Sarah Martin has no illusions of a grand marriage. So when the Earl of Langford makes her a proposal that will ..."
2999,2999,Canadian,Married for His One-Night Heir,Jennifer Hayward,"“You stole my son from me, Gia.”Now she’ll wear Di Fiore’s ring!Commanding Santo Di Fiore is stunned to see Giovanna Castiglione again. Her unexpected ...","Married for His One-Night Heir by Jennifer Hayward: “You stole my son from me, Gia.”Now she’ll wear Di Fiore’s ring!Commanding Santo Di Fiore is stunned to see Giovanna Castiglione again. Her unexpected ..."
3000,3000,Canadian,Married: The Virgin Widow,Deborah Hale,"Her hands bound by blackmail and duty, Laura Penrose was forced to marry her sweetheart's ruthless cousin. Now a widow, her sweetheart has returned.Ford ...","Married: The Virgin Widow by Deborah Hale: Her hands bound by blackmail and duty, Laura Penrose was forced to marry her sweetheart's ruthless cousin. Now a widow, her sweetheart has returned.Ford ..."
3001,3001,Canadian,Marrow Thieves,Cherie Dimaline,P class=MsoNormal style=&quot;MARGIN: 0cm 0cm 10pt&quot;&gt;Shortlisted for 2018 CBC Canada ReadsWinner of 2017 Governor General's Literary Award (Young People's ...,Marrow Thieves by Cherie Dimaline: P class=MsoNormal style=&quot;MARGIN: 0cm 0cm 10pt&quot;&gt;Shortlisted for 2018 CBC Canada ReadsWinner of 2017 Governor General's Literary Award (Young People's ...
3002,3002,Canadian,"MARRY, BANG, KILL",Andrew Battershill,"For a guy who mugs people for their laptops, Tommy Marlo isn’t such a bad guy. He can’t help trying to make the people he meets — even those he mugs — ...","MARRY, BANG, KILL by Andrew Battershill: For a guy who mugs people for their laptops, Tommy Marlo isn’t such a bad guy. He can’t help trying to make the people he meets — even those he mugs — ..."
3003,3003,Canadian,Marrying Her Royal Enemy,Jennifer Hayward,The man she loves to hate?&nbsp;Most women would kill to be draped in ivory lace and walking up the aisle toward King Kostas Laskos. Stella Constantinides isn't ...,Marrying Her Royal Enemy by Jennifer Hayward: The man she loves to hate?&nbsp;Most women would kill to be draped in ivory lace and walking up the aisle toward King Kostas Laskos. Stella Constantinides isn't ...
3004,3004,Canadian,Marshal on a Mission,Ryshia Kennie,"She witnessed a robbery.Now she’s a killer’s target.Tara Munroe thinks she’s safe. Then a ruthless gang stalks her from Colorado to Mexico. Thankfully, ...","Marshal on a Mission by Ryshia Kennie: She witnessed a robbery.Now she’s a killer’s target.Tara Munroe thinks she’s safe. Then a ruthless gang stalks her from Colorado to Mexico. Thankfully, ..."
3005,3005,Canadian,Martini Regrets,Phyllis Smallman,"Finalist for a 2014 USA Regional Excellence Book Award for Fiction.When Sherri Travis runs out of gas on a swampy road in the middle of the night, she is ...","Martini Regrets by Phyllis Smallman: Finalist for a 2014 USA Regional Excellence Book Award for Fiction.When Sherri Travis runs out of gas on a swampy road in the middle of the night, she is ..."
3006,3006,Canadian,Martin John,Anakana Schofield,"Martin John's mam says that she is glad he is done with it. But is Martin John done with it? He says he wants it to stop, his mother wants it to stop, we all ...","Martin John by Anakana Schofield: Martin John's mam says that she is glad he is done with it. But is Martin John done with it? He says he wants it to stop, his mother wants it to stop, we all ..."
3007,3007,Canadian,"Mary, A Fiction and The Wrongs of Woman, or Maria",Mary Wollstonecraft,"Mary Wollstonecraft wrote these two novellas at the beginning and end of her years of writing and political activism. Though written at different times, they ...","Mary, A Fiction and The Wrongs of Woman, or Maria by Mary Wollstonecraft: Mary Wollstonecraft wrote these two novellas at the beginning and end of her years of writing and political activism. Though written at different times, they ..."
3008,3008,Canadian,Mary Cyr,David Adams Richards,A fresh new novel from a Canadian literary legend--this time with an extraordinary and unforgettable woman protagonist who is sure to become one of the great ...,Mary Cyr by David Adams Richards: A fresh new novel from a Canadian literary legend--this time with an extraordinary and unforgettable woman protagonist who is sure to become one of the great ...
3009,3009,Canadian,Mary Green,Melanie Kerr,"Mary Green, obscure orphan and ward of the wealthy Hargreaves family, has always accepted her inferior position with grace, humility, and gratitude. When she ...","Mary Green by Melanie Kerr: Mary Green, obscure orphan and ward of the wealthy Hargreaves family, has always accepted her inferior position with grace, humility, and gratitude. When she ..."
3010,3010,Canadian,"Mary, Mary",Lesley Crewe,"In a Cape Breton family of black sheep, Mary is pure as the driven snow. She is patient and kind with her alcoholic grandmother and volatile mother, loyal and ...","Mary, Mary by Lesley Crewe: In a Cape Breton family of black sheep, Mary is pure as the driven snow. She is patient and kind with her alcoholic grandmother and volatile mother, loyal and ..."
